NSFTV_ID,timepoint,wu
NSFTV_288,19,0.12
NSFTV_289,19,0.13
NSFTV_29,19,0.14
NSFTV_290,19,0.17
NSFTV_291,19,0.2
NSFTV_292,19,0.13
NSFTV_293,19,0.13
NSFTV_295,19,0.13
NSFTV_296,19,0.38
NSFTV_297,19,0.21
NSFTV_298,19,0.13
NSFTV_299,19,0.14
NSFTV_3,19,0.11
NSFTV_30,19,0.15
NSFTV_300,19,0.13
NSFTV_301,19,0.11
NSFTV_302,19,0.1
NSFTV_303,19,0.14
NSFTV_304,19,0.18
NSFTV_305,19,0.13
NSFTV_306,19,0.15
NSFTV_307,19,0.21
NSFTV_31,19,0.14
NSFTV_310,19,0.16
NSFTV_311,19,0.18
NSFTV_312,19,0.18
NSFTV_313,19,0.15
NSFTV_314,19,0.13
NSFTV_315,19,0.18
NSFTV_316,19,0.14
NSFTV_317,19,0.15
NSFTV_318,19,0.12
NSFTV_32,19,0.15
NSFTV_320,19,0.14
NSFTV_322,19,0.16
NSFTV_323,19,0.13
NSFTV_324,19,0.16
NSFTV_325,19,0.19
NSFTV_326,19,0.14
NSFTV_327,19,0.14
NSFTV_328,19,0.18
NSFTV_329,19,0.09
NSFTV_33,19,0.14
NSFTV_330,19,0.14
NSFTV_331,19,0.14
NSFTV_332,19,0.22
NSFTV_333,19,0.19
NSFTV_334,19,0.14
NSFTV_336,19,0.15
NSFTV_337,19,0.15
NSFTV_338,19,0.21
NSFTV_339,19,0.19
NSFTV_340,19,0.12
NSFTV_341,19,0.13
NSFTV_342,19,0.13
NSFTV_343,19,0.17
NSFTV_345,19,0.15
NSFTV_346,19,0.09
NSFTV_347,19,0.14
NSFTV_348,19,0.16
NSFTV_349,19,0.18
NSFTV_352,19,0.16
NSFTV_353,19,0.19
NSFTV_355,19,0.12
NSFTV_356,19,0.14
NSFTV_357,19,0.34
NSFTV_358,19,0.16
NSFTV_359,19,0.17
NSFTV_36,19,0.16
NSFTV_360,19,0.11
NSFTV_363,19,0.17
NSFTV_364,19,0.14
NSFTV_365,19,0.2
NSFTV_366,19,0.22
NSFTV_368,19,0.14
NSFTV_369,19,0.12
NSFTV_37,19,0.18
NSFTV_370,19,0.11
NSFTV_371,19,0.15
NSFTV_372,19,0.15
NSFTV_373,19,0.15
NSFTV_375,19,0.12
NSFTV_376,19,0.16
NSFTV_377,19,0.13
NSFTV_378,19,0.15
NSFTV_379,19,0.14
NSFTV_380,19,0.21
NSFTV_381,19,0.15
NSFTV_384,19,0.12
NSFTV_385,19,0.15
NSFTV_386,19,0.14
NSFTV_387,19,0.16
NSFTV_388,19,0.17
NSFTV_389,19,0.13
NSFTV_39,19,0.09
NSFTV_390,19,0.13
NSFTV_391,19,0.26
NSFTV_392,19,0.15
NSFTV_394,19,0.17
NSFTV_395,19,0.18
NSFTV_396,19,0.15
NSFTV_397,19,0.17
NSFTV_4,19,0.16
NSFTV_40,19,0.17
NSFTV_41,19,0.16
NSFTV_43,19,0.21
NSFTV_44,19,0.14
NSFTV_45,19,0.15
NSFTV_46,19,0.14
NSFTV_49,19,0.17
NSFTV_5,19,0.22
NSFTV_50,19,0.13
NSFTV_51,19,0.16
NSFTV_52,19,0.15
NSFTV_53,19,0.15
NSFTV_54,19,0.12
NSFTV_55,19,0.19
NSFTV_56,19,0.16
NSFTV_57,19,0.16
NSFTV_58,19,0.07
NSFTV_59,19,0.14
NSFTV_6,19,0.14
NSFTV_60,19,0.14
NSFTV_61,19,0.18
NSFTV_616,19,0.19
NSFTV_618,19,0.19
NSFTV_619,19,0.15
NSFTV_62,19,0.13
NSFTV_620,19,0.13
NSFTV_621,19,0.19
NSFTV_622,19,0.18
NSFTV_623,19,0.14
NSFTV_624,19,0.22
NSFTV_625,19,0.15
NSFTV_626,19,0.15
NSFTV_627,19,0.15
NSFTV_629,19,0.15
NSFTV_63,19,0.1
NSFTV_633,19,0.11
NSFTV_634,19,0.19
NSFTV_64,19,0.14
NSFTV_641,19,0.17
NSFTV_642,19,0.17
NSFTV_643,19,0.13
NSFTV_647,19,0.14
NSFTV_65,19,0.09
NSFTV_651,19,0.13
NSFTV_66,19,0.12
NSFTV_67,19,0.11
NSFTV_68,19,0.22
NSFTV_7,19,0.13
NSFTV_70,19,0.11
NSFTV_71,19,0.13
NSFTV_72,19,0.14
NSFTV_73,19,0.12
NSFTV_74,19,0.14
NSFTV_75,19,0.11
NSFTV_76,19,0.15
NSFTV_77,19,0.16
NSFTV_78,19,0.12
NSFTV_79,19,0.15
NSFTV_8,19,0.15
NSFTV_80,19,0.2
NSFTV_81,19,0.16
NSFTV_83,19,0.16
NSFTV_84,19,0.12
NSFTV_85,19,0.11
NSFTV_86,19,0.18
NSFTV_87,19,0.24
NSFTV_88,19,0.19
NSFTV_89,19,0.16
NSFTV_9,19,0.14
NSFTV_90,19,0.11
NSFTV_92,19,0.12
NSFTV_93,19,0.16
NSFTV_94,19,0.16
NSFTV_96,19,0.15
NSFTV_97,19,0.13
NSFTV_98,19,0.13
NSFTV_99,19,0.1
NSFTV_10,20,0.11
NSFTV_101,20,0.17
NSFTV_102,20,0.15
NSFTV_103,20,0.18
NSFTV_104,20,0.16
NSFTV_105,20,0.11
NSFTV_106,20,0.13
NSFTV_107,20,0.11
NSFTV_108,20,0.23
NSFTV_109,20,0.18
NSFTV_11,20,0.15
NSFTV_112,20,0.15
NSFTV_113,20,0.14
NSFTV_114,20,0.15
NSFTV_116,20,0.17
NSFTV_117,20,0.17
NSFTV_118,20,0.13
NSFTV_120,20,0.13
NSFTV_121,20,0.17
NSFTV_122,20,0.1
NSFTV_123,20,0.15
NSFTV_124,20,0.14
NSFTV_125,20,0.16
NSFTV_128,20,0.19
NSFTV_129,20,0.17
NSFTV_13,20,0.11
NSFTV_130,20,0.15
NSFTV_131,20,0.11
NSFTV_132,20,0.11
NSFTV_133,20,0.14
NSFTV_134,20,0.11
NSFTV_135,20,0.12
NSFTV_139,20,0.16
NSFTV_14,20,0.13
NSFTV_140,20,0.14
NSFTV_141,20,0.14
NSFTV_142,20,0.13
NSFTV_143,20,0.13
NSFTV_144,20,0.21
NSFTV_145,20,0.14
NSFTV_146,20,0.16
NSFTV_147,20,0.21
NSFTV_148,20,0.11
NSFTV_149,20,0.18
NSFTV_15,20,0.14
NSFTV_150,20,0.21
NSFTV_151,20,0.19
NSFTV_152,20,0.11
NSFTV_153,20,0.12
NSFTV_154,20,0.15
NSFTV_155,20,0.11
NSFTV_156,20,0.19
NSFTV_157,20,0.22
NSFTV_158,20,0.14
NSFTV_159,20,0.1
NSFTV_16,20,0.13
NSFTV_160,20,0.22
NSFTV_161,20,0.16
NSFTV_162,20,0.21
NSFTV_163,20,0.1
NSFTV_164,20,0.14
NSFTV_165,20,0.17
NSFTV_166,20,0.13
NSFTV_167,20,0.16
NSFTV_168,20,0.14
NSFTV_169,20,0.13
NSFTV_17,20,0.16
NSFTV_171,20,0.14
NSFTV_172,20,0.16
NSFTV_173,20,0.13
NSFTV_174,20,0.14
NSFTV_176,20,0.16
NSFTV_177,20,0.18
NSFTV_179,20,0.1
NSFTV_18,20,0.15
NSFTV_180,20,0.19
NSFTV_182,20,0.19
NSFTV_183,20,0.16
NSFTV_184,20,0.17
NSFTV_185,20,0.11
NSFTV_186,20,0.21
NSFTV_187,20,0.2
NSFTV_188,20,0.14
NSFTV_189,20,0.16
NSFTV_19,20,0.16
NSFTV_190,20,0.16
NSFTV_191,20,0.15
NSFTV_192,20,0.16
NSFTV_193,20,0.21
NSFTV_195,20,0.11
NSFTV_198,20,0.13
NSFTV_199,20,0.16
NSFTV_200,20,0.12
NSFTV_202,20,0.14
NSFTV_203,20,0.18
NSFTV_205,20,0.15
NSFTV_206,20,0.14
NSFTV_207,20,0.13
NSFTV_208,20,0.14
NSFTV_209,20,0.16
NSFTV_21,20,0.15
NSFTV_211,20,0.19
NSFTV_213,20,0.13
NSFTV_214,20,0.16
NSFTV_215,20,0.14
NSFTV_216,20,0.13
NSFTV_217,20,0.17
NSFTV_218,20,0.19
NSFTV_219,20,0.19
NSFTV_220,20,0.12
NSFTV_221,20,0.13
NSFTV_222,20,0.16
NSFTV_223,20,0.13
NSFTV_224,20,0.11
NSFTV_225,20,0.14
NSFTV_226,20,0.13
NSFTV_227,20,0.14
NSFTV_228,20,0.13
NSFTV_229,20,0.16
NSFTV_23,20,0.15
NSFTV_231,20,0.13
NSFTV_233,20,0.12
NSFTV_234,20,0.1
NSFTV_235,20,0.13
NSFTV_236,20,0.19
NSFTV_237,20,0.13
NSFTV_239,20,0.14
NSFTV_24,20,0.15
NSFTV_240,20,0.15
NSFTV_241,20,0.15
NSFTV_242,20,0.17
NSFTV_243,20,0.17
NSFTV_244,20,0.1
NSFTV_245,20,0.15
NSFTV_246,20,0.13
NSFTV_247,20,0.12
NSFTV_248,20,0.16
NSFTV_25,20,0.12
NSFTV_250,20,0.15
NSFTV_251,20,0.14
NSFTV_252,20,0.13
NSFTV_253,20,0.16
NSFTV_254,20,0.23
NSFTV_255,20,0.15
NSFTV_256,20,0.14
NSFTV_257,20,0.16
NSFTV_259,20,0.14
NSFTV_26,20,0.13
NSFTV_260,20,0.11
NSFTV_261,20,0.16
NSFTV_262,20,0.13
NSFTV_263,20,0.16
NSFTV_264,20,0.15
NSFTV_265,20,0.1
NSFTV_266,20,0.14
NSFTV_267,20,0.12
NSFTV_268,20,0.14
NSFTV_269,20,0.19
NSFTV_27,20,0.14
NSFTV_270,20,0.15
NSFTV_271,20,0.17
NSFTV_272,20,0.13
NSFTV_273,20,0.17
NSFTV_274,20,0.16
NSFTV_275,20,0.12
NSFTV_277,20,0.13
NSFTV_278,20,0.24
NSFTV_279,20,0.16
NSFTV_280,20,0.3
NSFTV_281,20,0.17
NSFTV_282,20,0.17
NSFTV_283,20,0.15
NSFTV_284,20,0.19
NSFTV_285,20,0.17
NSFTV_286,20,0.16
NSFTV_287,20,0.13
NSFTV_288,20,0.11
NSFTV_289,20,0.11
NSFTV_29,20,0.14
NSFTV_290,20,0.17
NSFTV_291,20,0.16
NSFTV_292,20,0.12
NSFTV_293,20,0.12
NSFTV_295,20,0.13
NSFTV_296,20,0.41
NSFTV_297,20,0.21
NSFTV_298,20,0.12
NSFTV_299,20,0.14
NSFTV_3,20,0.11
NSFTV_30,20,0.15
NSFTV_300,20,0.12
NSFTV_301,20,0.1
NSFTV_302,20,0.1
NSFTV_303,20,0.12
NSFTV_304,20,0.19
NSFTV_305,20,0.13
NSFTV_306,20,0.15
NSFTV_307,20,0.18
NSFTV_31,20,0.15
NSFTV_310,20,0.15
NSFTV_311,20,0.17
NSFTV_312,20,0.17
NSFTV_313,20,0.15
NSFTV_314,20,0.14
NSFTV_315,20,0.17
NSFTV_316,20,0.12
NSFTV_317,20,0.13
NSFTV_318,20,0.12
NSFTV_32,20,0.14
NSFTV_320,20,0.15
NSFTV_322,20,0.14
NSFTV_323,20,0.13
NSFTV_324,20,0.14
NSFTV_325,20,0.18
NSFTV_326,20,0.13
NSFTV_327,20,0.16
NSFTV_328,20,0.18
NSFTV_329,20,0.09
NSFTV_33,20,0.13
NSFTV_330,20,0.13
NSFTV_331,20,0.14
NSFTV_332,20,0.22
NSFTV_333,20,0.17
NSFTV_334,20,0.14
NSFTV_336,20,0.15
NSFTV_337,20,0.15
NSFTV_338,20,0.17
NSFTV_339,20,0.19
NSFTV_340,20,0.1
NSFTV_341,20,0.13
NSFTV_342,20,0.13
NSFTV_343,20,0.18
NSFTV_345,20,0.14
NSFTV_346,20,0.08
NSFTV_347,20,0.13
NSFTV_348,20,0.17
NSFTV_349,20,0.18
NSFTV_352,20,0.15
NSFTV_353,20,0.18
NSFTV_355,20,0.14
NSFTV_356,20,0.15
NSFTV_357,20,0.33
NSFTV_358,20,0.16
NSFTV_359,20,0.16
NSFTV_36,20,0.15
NSFTV_360,20,0.11
NSFTV_363,20,0.16
NSFTV_364,20,0.13
NSFTV_365,20,0.17
NSFTV_366,20,0.18
NSFTV_368,20,0.14
NSFTV_369,20,0.12
NSFTV_37,20,0.17
NSFTV_370,20,0.11
NSFTV_371,20,0.13
NSFTV_372,20,0.15
NSFTV_373,20,0.13
NSFTV_375,20,0.11
NSFTV_376,20,0.14
NSFTV_377,20,0.11
NSFTV_378,20,0.14
NSFTV_379,20,0.13
NSFTV_380,20,0.18
NSFTV_381,20,0.13
NSFTV_384,20,0.11
NSFTV_385,20,0.15
NSFTV_386,20,0.14
NSFTV_387,20,0.15
NSFTV_388,20,0.16
NSFTV_389,20,0.13
NSFTV_39,20,0.1
NSFTV_390,20,0.13
NSFTV_391,20,0.26
NSFTV_392,20,0.14
NSFTV_394,20,0.16
NSFTV_395,20,0.17
NSFTV_396,20,0.15
NSFTV_397,20,0.18
NSFTV_4,20,0.15
NSFTV_40,20,0.15
NSFTV_41,20,0.14
NSFTV_43,20,0.2
NSFTV_44,20,0.14
NSFTV_45,20,0.16
NSFTV_46,20,0.14
NSFTV_49,20,0.17
NSFTV_5,20,0.19
NSFTV_50,20,0.13
NSFTV_51,20,0.16
NSFTV_52,20,0.14
NSFTV_53,20,0.16
NSFTV_54,20,0.13
NSFTV_55,20,0.18
NSFTV_56,20,0.16
NSFTV_57,20,0.16
NSFTV_58,20,0.07
NSFTV_59,20,0.12
NSFTV_6,20,0.16
NSFTV_60,20,0.11
NSFTV_61,20,0.19
NSFTV_616,20,0.19
NSFTV_618,20,0.17
NSFTV_619,20,0.13
NSFTV_62,20,0.13
NSFTV_620,20,0.12
NSFTV_621,20,0.17
NSFTV_622,20,0.2
NSFTV_623,20,0.14
NSFTV_624,20,0.2
NSFTV_625,20,0.14
NSFTV_626,20,0.14
NSFTV_627,20,0.14
NSFTV_629,20,0.14
NSFTV_63,20,0.12
NSFTV_633,20,0.12
NSFTV_634,20,0.17
NSFTV_64,20,0.13
NSFTV_641,20,0.16
NSFTV_642,20,0.15
NSFTV_643,20,0.13
NSFTV_647,20,0.13
NSFTV_65,20,0.11
NSFTV_651,20,0.12
NSFTV_66,20,0.13
NSFTV_67,20,0.1
NSFTV_68,20,0.19
NSFTV_7,20,0.15
NSFTV_70,20,0.11
NSFTV_71,20,0.12
NSFTV_72,20,0.13
NSFTV_73,20,0.14
NSFTV_74,20,0.14
NSFTV_75,20,0.11
NSFTV_76,20,0.13
NSFTV_77,20,0.16
NSFTV_78,20,0.12
NSFTV_79,20,0.14
NSFTV_8,20,0.14
NSFTV_80,20,0.19
NSFTV_81,20,0.15
NSFTV_83,20,0.14
NSFTV_84,20,0.11
NSFTV_85,20,0.11
NSFTV_86,20,0.2
NSFTV_87,20,0.22
NSFTV_88,20,0.19
NSFTV_89,20,0.15
NSFTV_9,20,0.13
NSFTV_90,20,0.11
NSFTV_92,20,0.12
NSFTV_93,20,0.16
NSFTV_94,20,0.15
NSFTV_96,20,0.13
NSFTV_97,20,0.12
NSFTV_98,20,0.13
NSFTV_99,20,0.11
