NSFTV_ID,timepoint,wu
NSFTV_363,16,0.28
NSFTV_364,16,0.25
NSFTV_365,16,0.3
NSFTV_366,16,0.39
NSFTV_368,16,0.19
NSFTV_369,16,0.14
NSFTV_37,16,0.31
NSFTV_370,16,0.16
NSFTV_371,16,0.21
NSFTV_372,16,0.21
NSFTV_373,16,0.24
NSFTV_375,16,0.15
NSFTV_376,16,0.28
NSFTV_377,16,0.23
NSFTV_378,16,0.2
NSFTV_379,16,0.2
NSFTV_380,16,0.38
NSFTV_381,16,0.19
NSFTV_384,16,0.18
NSFTV_385,16,0.16
NSFTV_386,16,0.26
NSFTV_387,16,0.22
NSFTV_388,16,0.27
NSFTV_389,16,0.23
NSFTV_39,16,0.12
NSFTV_390,16,0.16
NSFTV_391,16,0.33
NSFTV_392,16,0.25
NSFTV_394,16,0.19
NSFTV_395,16,0.21
NSFTV_396,16,0.24
NSFTV_397,16,0.23
NSFTV_4,16,0.24
NSFTV_40,16,0.2
NSFTV_41,16,0.29
NSFTV_43,16,0.26
NSFTV_44,16,0.19
NSFTV_45,16,0.2
NSFTV_46,16,0.19
NSFTV_49,16,0.2
NSFTV_5,16,0.33
NSFTV_50,16,0.15
NSFTV_51,16,0.23
NSFTV_52,16,0.25
NSFTV_53,16,0.17
NSFTV_54,16,0.21
NSFTV_55,16,0.26
NSFTV_56,16,0.25
NSFTV_57,16,0.19
NSFTV_58,16,0.12
NSFTV_59,16,0.2
NSFTV_6,16,0.24
NSFTV_60,16,0.23
NSFTV_61,16,0.2
NSFTV_616,16,0.2
NSFTV_618,16,0.28
NSFTV_619,16,0.3
NSFTV_62,16,0.23
NSFTV_620,16,0.22
NSFTV_621,16,0.31
NSFTV_622,16,0.3
NSFTV_623,16,0.19
NSFTV_624,16,0.32
NSFTV_625,16,0.27
NSFTV_626,16,0.24
NSFTV_627,16,0.2
NSFTV_629,16,0.16
NSFTV_63,16,0.23
NSFTV_633,16,0.16
NSFTV_634,16,0.26
NSFTV_64,16,0.25
NSFTV_641,16,0.26
NSFTV_642,16,0.24
NSFTV_643,16,0.14
NSFTV_647,16,0.21
NSFTV_65,16,0.17
NSFTV_651,16,0.22
NSFTV_66,16,0.2
NSFTV_67,16,0.18
NSFTV_68,16,0.3
NSFTV_7,16,0.24
NSFTV_70,16,0.16
NSFTV_71,16,0.24
NSFTV_72,16,0.22
NSFTV_73,16,0.19
NSFTV_74,16,0.16
NSFTV_75,16,0.16
NSFTV_76,16,0.17
NSFTV_77,16,0.2
NSFTV_78,16,0.19
NSFTV_79,16,0.27
NSFTV_8,16,0.32
NSFTV_80,16,0.26
NSFTV_81,16,0.21
NSFTV_83,16,0.31
NSFTV_84,16,0.27
NSFTV_85,16,0.2
NSFTV_86,16,0.23
NSFTV_87,16,0.38
NSFTV_88,16,0.2
NSFTV_89,16,0.24
NSFTV_9,16,0.24
NSFTV_90,16,0.15
NSFTV_92,16,0.2
NSFTV_93,16,0.26
NSFTV_94,16,0.23
NSFTV_96,16,0.21
NSFTV_97,16,0.22
NSFTV_98,16,0.17
NSFTV_99,16,0.19
NSFTV_10,17,0.19
NSFTV_101,17,0.27
NSFTV_102,17,0.22
NSFTV_103,17,0.26
NSFTV_104,17,0.23
NSFTV_105,17,0.13
NSFTV_106,17,0.13
NSFTV_107,17,0.13
NSFTV_108,17,0.26
NSFTV_109,17,0.23
NSFTV_11,17,0.13
NSFTV_112,17,0.18
NSFTV_113,17,0.16
NSFTV_114,17,0.18
NSFTV_116,17,0.22
NSFTV_117,17,0.2
NSFTV_118,17,0.18
NSFTV_120,17,0.16
NSFTV_121,17,0.28
NSFTV_122,17,0.12
NSFTV_123,17,0.16
NSFTV_124,17,0.22
NSFTV_125,17,0.15
NSFTV_128,17,0.23
NSFTV_129,17,0.18
NSFTV_13,17,0.18
NSFTV_130,17,0.18
NSFTV_131,17,0.16
NSFTV_132,17,0.14
NSFTV_133,17,0.2
NSFTV_134,17,0.16
NSFTV_135,17,0.15
NSFTV_139,17,0.22
NSFTV_14,17,0.21
NSFTV_140,17,0.2
NSFTV_141,17,0.18
NSFTV_142,17,0.17
NSFTV_143,17,0.22
NSFTV_144,17,0.31
NSFTV_145,17,0.15
NSFTV_146,17,0.19
NSFTV_147,17,0.31
NSFTV_148,17,0.12
NSFTV_149,17,0.19
NSFTV_15,17,0.24
NSFTV_150,17,0.28
NSFTV_151,17,0.27
NSFTV_152,17,0.16
NSFTV_153,17,0.16
NSFTV_154,17,0.18
NSFTV_155,17,0.14
NSFTV_156,17,0.18
NSFTV_157,17,0.32
NSFTV_158,17,0.2
NSFTV_159,17,0.15
NSFTV_16,17,0.19
NSFTV_160,17,0.2
NSFTV_161,17,0.22
NSFTV_162,17,0.28
NSFTV_163,17,0.12
NSFTV_164,17,0.21
NSFTV_165,17,0.23
NSFTV_166,17,0.14
NSFTV_167,17,0.24
NSFTV_168,17,0.15
NSFTV_169,17,0.16
NSFTV_17,17,0.25
NSFTV_171,17,0.14
NSFTV_172,17,0.19
NSFTV_173,17,0.21
NSFTV_174,17,0.14
NSFTV_176,17,0.23
NSFTV_177,17,0.23
NSFTV_179,17,0.17
NSFTV_18,17,0.17
NSFTV_180,17,0.27
NSFTV_182,17,0.26
NSFTV_183,17,0.16
NSFTV_184,17,0.16
NSFTV_185,17,0.15
NSFTV_186,17,0.26
NSFTV_187,17,0.29
NSFTV_188,17,0.2
NSFTV_189,17,0.24
NSFTV_19,17,0.17
NSFTV_190,17,0.2
NSFTV_191,17,0.25
NSFTV_192,17,0.25
NSFTV_193,17,0.29
NSFTV_195,17,0.14
NSFTV_198,17,0.17
NSFTV_199,17,0.2
NSFTV_200,17,0.13
NSFTV_202,17,0.16
NSFTV_203,17,0.17
NSFTV_205,17,0.18
NSFTV_206,17,0.15
NSFTV_207,17,0.14
NSFTV_208,17,0.16
NSFTV_209,17,0.14
NSFTV_21,17,0.18
NSFTV_211,17,0.22
NSFTV_213,17,0.18
NSFTV_214,17,0.19
NSFTV_215,17,0.17
NSFTV_216,17,0.2
NSFTV_217,17,0.22
NSFTV_218,17,0.25
NSFTV_219,17,0.21
NSFTV_220,17,0.15
NSFTV_221,17,0.13
NSFTV_222,17,0.2
NSFTV_223,17,0.13
NSFTV_224,17,0.17
NSFTV_225,17,0.19
NSFTV_226,17,0.13
NSFTV_227,17,0.15
NSFTV_228,17,0.15
NSFTV_229,17,0.18
NSFTV_23,17,0.14
NSFTV_231,17,0.15
NSFTV_233,17,0.17
NSFTV_234,17,0.11
NSFTV_235,17,0.13
NSFTV_236,17,0.27
NSFTV_237,17,0.17
NSFTV_239,17,0.2
NSFTV_24,17,0.23
NSFTV_240,17,0.21
NSFTV_241,17,0.13
NSFTV_242,17,0.21
NSFTV_243,17,0.22
NSFTV_244,17,0.11
NSFTV_245,17,0.18
NSFTV_246,17,0.18
NSFTV_247,17,0.17
NSFTV_248,17,0.19
NSFTV_25,17,0.19
NSFTV_250,17,0.18
NSFTV_251,17,0.17
NSFTV_252,17,0.15
NSFTV_253,17,0.19
NSFTV_254,17,0.28
NSFTV_255,17,0.18
NSFTV_256,17,0.18
NSFTV_257,17,0.23
NSFTV_259,17,0.14
NSFTV_26,17,0.21
NSFTV_260,17,0.17
NSFTV_261,17,0.15
NSFTV_262,17,0.13
NSFTV_263,17,0.2
NSFTV_264,17,0.22
NSFTV_265,17,0.16
NSFTV_266,17,0.2
NSFTV_267,17,0.18
NSFTV_268,17,0.23
NSFTV_269,17,0.34
NSFTV_27,17,0.19
NSFTV_270,17,0.2
NSFTV_271,17,0.23
NSFTV_272,17,0.17
NSFTV_273,17,0.23
NSFTV_274,17,0.2
NSFTV_275,17,0.21
NSFTV_277,17,0.2
NSFTV_278,17,0.35
NSFTV_279,17,0.23
NSFTV_280,17,0.4
NSFTV_281,17,0.21
NSFTV_282,17,0.25
NSFTV_283,17,0.24
NSFTV_284,17,0.16
NSFTV_285,17,0.21
NSFTV_286,17,0.16
NSFTV_287,17,0.15
NSFTV_288,17,0.13
NSFTV_289,17,0.14
NSFTV_29,17,0.14
NSFTV_290,17,0.24
NSFTV_291,17,0.27
NSFTV_292,17,0.19
NSFTV_293,17,0.14
NSFTV_295,17,0.16
NSFTV_296,17,0.39
NSFTV_297,17,0.24
NSFTV_298,17,0.17
NSFTV_299,17,0.14
NSFTV_3,17,0.16
NSFTV_30,17,0.16
NSFTV_300,17,0.2
NSFTV_301,17,0.14
NSFTV_302,17,0.12
NSFTV_303,17,0.2
NSFTV_304,17,0.24
NSFTV_305,17,0.19
NSFTV_306,17,0.17
NSFTV_307,17,0.27
NSFTV_31,17,0.21
NSFTV_310,17,0.22
NSFTV_311,17,0.25
NSFTV_312,17,0.21
NSFTV_313,17,0.19
NSFTV_314,17,0.19
NSFTV_315,17,0.21
NSFTV_316,17,0.14
NSFTV_317,17,0.18
NSFTV_318,17,0.15
NSFTV_32,17,0.22
NSFTV_320,17,0.17
NSFTV_322,17,0.15
NSFTV_323,17,0.17
NSFTV_324,17,0.19
NSFTV_325,17,0.17
NSFTV_326,17,0.19
NSFTV_327,17,0.14
NSFTV_328,17,0.17
NSFTV_329,17,0.11
NSFTV_33,17,0.22
NSFTV_330,17,0.14
NSFTV_331,17,0.13
NSFTV_332,17,0.3
NSFTV_333,17,0.25
NSFTV_334,17,0.16
NSFTV_336,17,0.16
NSFTV_337,17,0.13
NSFTV_338,17,0.3
NSFTV_339,17,0.18
NSFTV_340,17,0.16
NSFTV_341,17,0.16
NSFTV_342,17,0.19
NSFTV_343,17,0.24
NSFTV_345,17,0.18
NSFTV_346,17,0.09
NSFTV_347,17,0.17
NSFTV_348,17,0.2
NSFTV_349,17,0.18
NSFTV_352,17,0.19
NSFTV_353,17,0.24
NSFTV_355,17,0.19
NSFTV_356,17,0.17
NSFTV_357,17,0.31
NSFTV_358,17,0.16
NSFTV_359,17,0.24
NSFTV_36,17,0.22
NSFTV_360,17,0.16
NSFTV_363,17,0.23
NSFTV_364,17,0.2
NSFTV_365,17,0.26
NSFTV_366,17,0.29
NSFTV_368,17,0.16
NSFTV_369,17,0.12
NSFTV_37,17,0.26
NSFTV_370,17,0.12
NSFTV_371,17,0.18
NSFTV_372,17,0.17
NSFTV_373,17,0.2
NSFTV_375,17,0.13
NSFTV_376,17,0.22
NSFTV_377,17,0.19
NSFTV_378,17,0.16
NSFTV_379,17,0.18
NSFTV_380,17,0.32
NSFTV_381,17,0.16
NSFTV_384,17,0.15
NSFTV_385,17,0.15
NSFTV_386,17,0.22
NSFTV_387,17,0.17
NSFTV_388,17,0.22
NSFTV_389,17,0.19
NSFTV_39,17,0.11
NSFTV_390,17,0.14
NSFTV_391,17,0.28
NSFTV_392,17,0.22
NSFTV_394,17,0.16
NSFTV_395,17,0.19
NSFTV_396,17,0.19
NSFTV_397,17,0.19
NSFTV_4,17,0.21
NSFTV_40,17,0.18
NSFTV_41,17,0.23
NSFTV_43,17,0.23
NSFTV_44,17,0.15
NSFTV_45,17,0.18
NSFTV_46,17,0.16
NSFTV_49,17,0.18
NSFTV_5,17,0.3
NSFTV_50,17,0.13
NSFTV_51,17,0.2
NSFTV_52,17,0.2
NSFTV_53,17,0.16
NSFTV_54,17,0.17
NSFTV_55,17,0.23
NSFTV_56,17,0.2
NSFTV_57,17,0.16
NSFTV_58,17,0.1
NSFTV_59,17,0.17
NSFTV_6,17,0.19
NSFTV_60,17,0.19
NSFTV_61,17,0.16
NSFTV_616,17,0.19
NSFTV_618,17,0.24
NSFTV_619,17,0.24
NSFTV_62,17,0.19
NSFTV_620,17,0.18
NSFTV_621,17,0.24
NSFTV_622,17,0.26
NSFTV_623,17,0.15
NSFTV_624,17,0.27
NSFTV_625,17,0.22
NSFTV_626,17,0.21
NSFTV_627,17,0.17
NSFTV_629,17,0.15
NSFTV_63,17,0.17
NSFTV_633,17,0.13
NSFTV_634,17,0.25
NSFTV_64,17,0.2
NSFTV_641,17,0.23
NSFTV_642,17,0.2
NSFTV_643,17,0.13
NSFTV_647,17,0.17
NSFTV_65,17,0.14
NSFTV_651,17,0.18
NSFTV_66,17,0.17
NSFTV_67,17,0.14
NSFTV_68,17,0.28
NSFTV_7,17,0.2
NSFTV_70,17,0.13
NSFTV_71,17,0.19
NSFTV_72,17,0.19
NSFTV_73,17,0.15
NSFTV_74,17,0.14
NSFTV_75,17,0.13
NSFTV_76,17,0.15
NSFTV_77,17,0.17
NSFTV_78,17,0.15
NSFTV_79,17,0.23
NSFTV_8,17,0.23
NSFTV_80,17,0.24
NSFTV_81,17,0.18
NSFTV_83,17,0.23
NSFTV_84,17,0.19
NSFTV_85,17,0.15
NSFTV_86,17,0.2
NSFTV_87,17,0.28
NSFTV_88,17,0.18
NSFTV_89,17,0.18
NSFTV_9,17,0.19
NSFTV_90,17,0.12
NSFTV_92,17,0.17
NSFTV_93,17,0.24
NSFTV_94,17,0.22
NSFTV_96,17,0.18
NSFTV_97,17,0.18
NSFTV_98,17,0.17
NSFTV_99,17,0.16
NSFTV_10,18,0.16
NSFTV_101,18,0.22
NSFTV_102,18,0.18
NSFTV_103,18,0.25
NSFTV_104,18,0.19
NSFTV_105,18,0.12
NSFTV_106,18,0.12
NSFTV_107,18,0.12
NSFTV_108,18,0.25
NSFTV_109,18,0.19
NSFTV_11,18,0.13
NSFTV_112,18,0.16
NSFTV_113,18,0.14
NSFTV_114,18,0.15
NSFTV_116,18,0.19
NSFTV_117,18,0.16
NSFTV_118,18,0.16
NSFTV_120,18,0.14
NSFTV_121,18,0.21
NSFTV_122,18,0.11
NSFTV_123,18,0.15
NSFTV_124,18,0.18
NSFTV_125,18,0.14
NSFTV_128,18,0.2
NSFTV_129,18,0.17
NSFTV_13,18,0.14
NSFTV_130,18,0.16
NSFTV_131,18,0.13
NSFTV_132,18,0.12
NSFTV_133,18,0.18
NSFTV_134,18,0.14
NSFTV_135,18,0.12
NSFTV_139,18,0.19
NSFTV_14,18,0.16
NSFTV_140,18,0.18
NSFTV_141,18,0.17
NSFTV_142,18,0.15
NSFTV_143,18,0.18
NSFTV_144,18,0.26
NSFTV_145,18,0.15
NSFTV_146,18,0.17
NSFTV_147,18,0.27
NSFTV_148,18,0.11
NSFTV_149,18,0.19
NSFTV_15,18,0.2
NSFTV_150,18,0.26
NSFTV_151,18,0.23
NSFTV_152,18,0.15
NSFTV_153,18,0.13
NSFTV_154,18,0.17
NSFTV_155,18,0.13
NSFTV_156,18,0.17
NSFTV_157,18,0.27
NSFTV_158,18,0.17
NSFTV_159,18,0.13
NSFTV_16,18,0.16
NSFTV_160,18,0.22
NSFTV_161,18,0.2
NSFTV_162,18,0.27
NSFTV_163,18,0.12
NSFTV_164,18,0.18
NSFTV_165,18,0.2
NSFTV_166,18,0.14
NSFTV_167,18,0.19
NSFTV_168,18,0.15
NSFTV_169,18,0.15
NSFTV_17,18,0.21
NSFTV_171,18,0.13
NSFTV_172,18,0.17
NSFTV_173,18,0.17
NSFTV_174,18,0.14
NSFTV_176,18,0.2
NSFTV_177,18,0.2
NSFTV_179,18,0.14
NSFTV_18,18,0.16
NSFTV_180,18,0.22
NSFTV_182,18,0.23
NSFTV_183,18,0.16
NSFTV_184,18,0.15
NSFTV_185,18,0.13
NSFTV_186,18,0.22
NSFTV_187,18,0.23
NSFTV_188,18,0.17
NSFTV_189,18,0.18
NSFTV_19,18,0.17
NSFTV_190,18,0.19
NSFTV_191,18,0.21
NSFTV_192,18,0.21
NSFTV_193,18,0.25
NSFTV_195,18,0.12
NSFTV_198,18,0.14
NSFTV_199,18,0.2
NSFTV_200,18,0.13
NSFTV_202,18,0.14
NSFTV_203,18,0.17
NSFTV_205,18,0.16
NSFTV_206,18,0.15
NSFTV_207,18,0.14
NSFTV_208,18,0.15
NSFTV_209,18,0.14
NSFTV_21,18,0.16
NSFTV_211,18,0.19
NSFTV_213,18,0.15
NSFTV_214,18,0.15
NSFTV_215,18,0.15
NSFTV_216,18,0.17
NSFTV_217,18,0.19
NSFTV_218,18,0.22
NSFTV_219,18,0.19
NSFTV_220,18,0.13
NSFTV_221,18,0.14
NSFTV_222,18,0.17
NSFTV_223,18,0.12
NSFTV_224,18,0.12
NSFTV_225,18,0.15
NSFTV_226,18,0.13
NSFTV_227,18,0.14
NSFTV_228,18,0.13
NSFTV_229,18,0.17
NSFTV_23,18,0.15
NSFTV_231,18,0.14
NSFTV_233,18,0.14
NSFTV_234,18,0.1
NSFTV_235,18,0.13
NSFTV_236,18,0.23
NSFTV_237,18,0.15
NSFTV_239,18,0.16
NSFTV_24,18,0.18
NSFTV_240,18,0.18
NSFTV_241,18,0.14
NSFTV_242,18,0.18
NSFTV_243,18,0.18
NSFTV_244,18,0.1
NSFTV_245,18,0.16
NSFTV_246,18,0.16
NSFTV_247,18,0.15
NSFTV_248,18,0.17
NSFTV_25,18,0.16
NSFTV_250,18,0.16
NSFTV_251,18,0.15
NSFTV_252,18,0.14
NSFTV_253,18,0.18
NSFTV_254,18,0.24
NSFTV_255,18,0.16
NSFTV_256,18,0.15
NSFTV_257,18,0.2
NSFTV_259,18,0.14
NSFTV_26,18,0.17
NSFTV_260,18,0.14
NSFTV_261,18,0.15
NSFTV_262,18,0.14
NSFTV_263,18,0.17
NSFTV_264,18,0.2
NSFTV_265,18,0.13
NSFTV_266,18,0.17
NSFTV_267,18,0.14
NSFTV_268,18,0.18
NSFTV_269,18,0.27
NSFTV_27,18,0.16
NSFTV_270,18,0.17
NSFTV_271,18,0.19
NSFTV_272,18,0.13
NSFTV_273,18,0.19
NSFTV_274,18,0.17
NSFTV_275,18,0.16
NSFTV_277,18,0.18
NSFTV_278,18,0.31
NSFTV_279,18,0.19
NSFTV_280,18,0.36
NSFTV_281,18,0.17
NSFTV_282,18,0.21
NSFTV_283,18,0.23
NSFTV_284,18,0.17
NSFTV_285,18,0.19
NSFTV_286,18,0.16
NSFTV_287,18,0.12
NSFTV_288,18,0.12
NSFTV_289,18,0.13
NSFTV_29,18,0.13
NSFTV_290,18,0.22
NSFTV_291,18,0.21
NSFTV_292,18,0.15
NSFTV_293,18,0.13
NSFTV_295,18,0.15
NSFTV_296,18,0.38
NSFTV_297,18,0.21
NSFTV_298,18,0.14
NSFTV_299,18,0.14
NSFTV_3,18,0.12
NSFTV_30,18,0.15
NSFTV_300,18,0.15
NSFTV_301,18,0.14
NSFTV_302,18,0.11
NSFTV_303,18,0.16
NSFTV_304,18,0.2
NSFTV_305,18,0.16
NSFTV_306,18,0.15
NSFTV_307,18,0.23
NSFTV_31,18,0.18
NSFTV_310,18,0.17
NSFTV_311,18,0.2
NSFTV_312,18,0.18
NSFTV_313,18,0.16
NSFTV_314,18,0.15
NSFTV_315,18,0.19
NSFTV_316,18,0.14
NSFTV_317,18,0.16
NSFTV_318,18,0.13
NSFTV_32,18,0.19
NSFTV_320,18,0.15
NSFTV_322,18,0.14
NSFTV_323,18,0.14
NSFTV_324,18,0.18
NSFTV_325,18,0.22
NSFTV_326,18,0.15
NSFTV_327,18,0.15
NSFTV_328,18,0.16
NSFTV_329,18,0.1
NSFTV_33,18,0.17
NSFTV_330,18,0.14
NSFTV_331,18,0.14
NSFTV_332,18,0.27
NSFTV_333,18,0.21
NSFTV_334,18,0.15
NSFTV_336,18,0.14
NSFTV_337,18,0.14
NSFTV_338,18,0.25
NSFTV_339,18,0.19
NSFTV_340,18,0.12
NSFTV_341,18,0.13
NSFTV_342,18,0.15
NSFTV_343,18,0.2
NSFTV_345,18,0.16
NSFTV_346,18,0.09
NSFTV_347,18,0.16
NSFTV_348,18,0.16
NSFTV_349,18,0.17
NSFTV_352,18,0.17
NSFTV_353,18,0.21
NSFTV_355,18,0.16
NSFTV_356,18,0.14
NSFTV_357,18,0.32
NSFTV_358,18,0.16
NSFTV_359,18,0.2
NSFTV_36,18,0.18
NSFTV_360,18,0.13
NSFTV_363,18,0.19
NSFTV_364,18,0.16
NSFTV_365,18,0.23
NSFTV_366,18,0.27
NSFTV_368,18,0.13
NSFTV_369,18,0.12
NSFTV_37,18,0.23
NSFTV_370,18,0.11
NSFTV_371,18,0.16
NSFTV_372,18,0.17
NSFTV_373,18,0.16
NSFTV_375,18,0.11
NSFTV_376,18,0.19
NSFTV_377,18,0.16
NSFTV_378,18,0.15
NSFTV_379,18,0.15
NSFTV_380,18,0.26
NSFTV_381,18,0.15
NSFTV_384,18,0.13
NSFTV_385,18,0.14
NSFTV_386,18,0.17
NSFTV_387,18,0.15
NSFTV_388,18,0.21
NSFTV_389,18,0.15
NSFTV_39,18,0.1
NSFTV_390,18,0.13
NSFTV_391,18,0.24
NSFTV_392,18,0.16
NSFTV_394,18,0.16
NSFTV_395,18,0.18
NSFTV_396,18,0.18
NSFTV_397,18,0.17
NSFTV_4,18,0.17
NSFTV_40,18,0.16
NSFTV_41,18,0.19
NSFTV_43,18,0.2
NSFTV_44,18,0.14
NSFTV_45,18,0.17
NSFTV_46,18,0.14
NSFTV_49,18,0.16
NSFTV_5,18,0.25
NSFTV_50,18,0.12
NSFTV_51,18,0.18
NSFTV_52,18,0.18
NSFTV_53,18,0.16
NSFTV_54,18,0.14
NSFTV_55,18,0.21
NSFTV_56,18,0.18
NSFTV_57,18,0.15
NSFTV_58,18,0.08
NSFTV_59,18,0.15
NSFTV_6,18,0.15
NSFTV_60,18,0.15
NSFTV_61,18,0.17
NSFTV_616,18,0.19
NSFTV_618,18,0.2
NSFTV_619,18,0.18
NSFTV_62,18,0.15
NSFTV_620,18,0.15
NSFTV_621,18,0.2
NSFTV_622,18,0.24
NSFTV_623,18,0.14
NSFTV_624,18,0.26
NSFTV_625,18,0.18
NSFTV_626,18,0.17
NSFTV_627,18,0.16
NSFTV_629,18,0.15
NSFTV_63,18,0.14
NSFTV_633,18,0.12
NSFTV_634,18,0.2
NSFTV_64,18,0.17
NSFTV_641,18,0.2
NSFTV_642,18,0.16
NSFTV_643,18,0.12
NSFTV_647,18,0.15
NSFTV_65,18,0.12
NSFTV_651,18,0.14
NSFTV_66,18,0.15
NSFTV_67,18,0.13
NSFTV_68,18,0.24
NSFTV_7,18,0.16
NSFTV_70,18,0.12
NSFTV_71,18,0.15
NSFTV_72,18,0.16
NSFTV_73,18,0.13
NSFTV_74,18,0.13
NSFTV_75,18,0.11
NSFTV_76,18,0.14
NSFTV_77,18,0.17
NSFTV_78,18,0.13
NSFTV_79,18,0.18
NSFTV_8,18,0.2
NSFTV_80,18,0.21
NSFTV_81,18,0.17
NSFTV_83,18,0.19
NSFTV_84,18,0.15
NSFTV_85,18,0.12
NSFTV_86,18,0.19
NSFTV_87,18,0.25
NSFTV_88,18,0.17
NSFTV_89,18,0.12
NSFTV_9,18,0.15
NSFTV_90,18,0.12
NSFTV_92,18,0.14
NSFTV_93,18,0.19
NSFTV_94,18,0.19
NSFTV_96,18,0.17
NSFTV_97,18,0.16
NSFTV_98,18,0.15
NSFTV_99,18,0.12
NSFTV_10,19,0.12
NSFTV_101,19,0.19
NSFTV_102,19,0.16
NSFTV_103,19,0.21
NSFTV_104,19,0.16
NSFTV_105,19,0.11
NSFTV_106,19,0.12
NSFTV_107,19,0.11
NSFTV_108,19,0.25
NSFTV_109,19,0.17
NSFTV_11,19,0.15
NSFTV_112,19,0.16
NSFTV_113,19,0.13
NSFTV_114,19,0.15
NSFTV_116,19,0.17
NSFTV_117,19,0.16
NSFTV_118,19,0.15
NSFTV_120,19,0.14
NSFTV_121,19,0.18
NSFTV_122,19,0.11
NSFTV_123,19,0.15
NSFTV_124,19,0.17
NSFTV_125,19,0.15
NSFTV_128,19,0.18
NSFTV_129,19,0.17
NSFTV_13,19,0.13
NSFTV_130,19,0.15
NSFTV_131,19,0.11
NSFTV_132,19,0.11
NSFTV_133,19,0.14
NSFTV_134,19,0.12
NSFTV_135,19,0.12
NSFTV_139,19,0.16
NSFTV_14,19,0.16
NSFTV_140,19,0.17
NSFTV_141,19,0.15
NSFTV_142,19,0.14
NSFTV_143,19,0.14
NSFTV_144,19,0.22
NSFTV_145,19,0.15
NSFTV_146,19,0.16
NSFTV_147,19,0.25
NSFTV_148,19,0.1
NSFTV_149,19,0.2
NSFTV_15,19,0.17
NSFTV_150,19,0.23
NSFTV_151,19,0.21
NSFTV_152,19,0.12
NSFTV_153,19,0.12
NSFTV_154,19,0.16
NSFTV_155,19,0.12
NSFTV_156,19,0.2
NSFTV_157,19,0.23
NSFTV_158,19,0.15
NSFTV_159,19,0.11
NSFTV_16,19,0.13
NSFTV_160,19,0.22
NSFTV_161,19,0.17
NSFTV_162,19,0.24
NSFTV_163,19,0.1
NSFTV_164,19,0.15
NSFTV_165,19,0.19
NSFTV_166,19,0.14
NSFTV_167,19,0.15
NSFTV_168,19,0.15
NSFTV_169,19,0.13
NSFTV_17,19,0.18
NSFTV_171,19,0.14
NSFTV_172,19,0.16
NSFTV_173,19,0.14
NSFTV_174,19,0.13
NSFTV_176,19,0.15
NSFTV_177,19,0.19
NSFTV_179,19,0.12
NSFTV_18,19,0.15
NSFTV_180,19,0.19
NSFTV_182,19,0.21
NSFTV_183,19,0.15
NSFTV_184,19,0.16
NSFTV_185,19,0.12
NSFTV_186,19,0.2
NSFTV_187,19,0.21
NSFTV_188,19,0.15
NSFTV_189,19,0.15
NSFTV_19,19,0.18
NSFTV_190,19,0.17
NSFTV_191,19,0.19
NSFTV_192,19,0.16
NSFTV_193,19,0.23
NSFTV_195,19,0.12
NSFTV_198,19,0.11
NSFTV_199,19,0.18
NSFTV_200,19,0.13
NSFTV_202,19,0.15
NSFTV_203,19,0.17
NSFTV_205,19,0.15
NSFTV_206,19,0.13
NSFTV_207,19,0.13
NSFTV_208,19,0.13
NSFTV_209,19,0.16
NSFTV_21,19,0.17
NSFTV_211,19,0.2
NSFTV_213,19,0.13
NSFTV_214,19,0.14
NSFTV_215,19,0.15
NSFTV_216,19,0.14
NSFTV_217,19,0.19
NSFTV_218,19,0.19
NSFTV_219,19,0.2
NSFTV_220,19,0.12
NSFTV_221,19,0.13
NSFTV_222,19,0.16
NSFTV_223,19,0.14
NSFTV_224,19,0.12
NSFTV_225,19,0.13
NSFTV_226,19,0.13
NSFTV_227,19,0.14
NSFTV_228,19,0.12
NSFTV_229,19,0.16
NSFTV_23,19,0.15
NSFTV_231,19,0.13
NSFTV_233,19,0.12
NSFTV_234,19,0.1
NSFTV_235,19,0.13
NSFTV_236,19,0.2
NSFTV_237,19,0.14
NSFTV_239,19,0.15
NSFTV_24,19,0.21
NSFTV_240,19,0.17
NSFTV_241,19,0.15
NSFTV_242,19,0.16
NSFTV_243,19,0.19
NSFTV_244,19,0.09
NSFTV_245,19,0.15
NSFTV_246,19,0.15
NSFTV_247,19,0.12
NSFTV_248,19,0.16
NSFTV_25,19,0.14
NSFTV_250,19,0.15
NSFTV_251,19,0.13
NSFTV_252,19,0.13
NSFTV_253,19,0.16
NSFTV_254,19,0.21
NSFTV_255,19,0.16
NSFTV_256,19,0.14
NSFTV_257,19,0.18
NSFTV_259,19,0.14
NSFTV_26,19,0.14
NSFTV_260,19,0.12
NSFTV_261,19,0.16
NSFTV_262,19,0.13
NSFTV_263,19,0.16
NSFTV_264,19,0.17
NSFTV_265,19,0.11
NSFTV_266,19,0.15
NSFTV_267,19,0.12
NSFTV_268,19,0.18
NSFTV_269,19,0.21
NSFTV_27,19,0.15
NSFTV_270,19,0.16
NSFTV_271,19,0.19
NSFTV_272,19,0.14
NSFTV_273,19,0.17
NSFTV_274,19,0.16
NSFTV_275,19,0.14
NSFTV_277,19,0.14
NSFTV_278,19,0.28
NSFTV_279,19,0.16
NSFTV_280,19,0.33
NSFTV_281,19,0.17
NSFTV_282,19,0.19
NSFTV_283,19,0.19
NSFTV_284,19,0.18
NSFTV_285,19,0.17
NSFTV_286,19,0.17
NSFTV_287,19,0.12
