HybID	NSFTVID	Flowering time at Arkansas	Flowering time at Faridpur	Flowering time at Aberdeen	FT ratio of Arkansas/Aberdeen	FT ratio of Faridpur/Aberdeen	Culm habit	Leaf pubescence	Flag leaf length	Flag leaf width	Awn presence	Panicle number per plant	Plant height	Panicle length	Primary panicle branch number	Seed number per panicle	Florets per panicle	Panicle fertility	Seed length	Seed width	Seed volume	Seed surface area	Brown rice seed length	Brown rice seed width	Brown rice surface area	Brown rice volume	Seed length/width ratio	Brown rice length/width ratio	Seed color 	Pericarp color	Straighthead suseptability 	Blast resistance	Amylose content	Alkali spreading value	Protein content	Year07Flowering time at Arkansas	Year06Flowering time at Arkansas
090325-C04	182	107.3333333	NA	211	0.508688784	NA	3	1	32.85	1.441666667	NA	2.90416508	128	23.93333333	13.66666667	5.321382639	5.451515212	0.878	8.541775	3.380958333	2.481152389	3.897613857	6.329108333	2.845783333	3.506593147	7.01525	2.526	2.224	0	0	6.166666667	7	18.245	7	7.4	104	110.6666667
090209-C09	183	94	76	118	0.796610169	0.644067797	3	0	34.07777778	1.7	0	2.751535313	122.4444444	22.86666667	11.55555556	5.139712336	5.252709633	0.893	8.686627273	3.092918182	2.335176362	3.832389699	6.502508333	2.641341667	3.453674919	6.167341667	2.809	2.462	0	0	8.331666667	1	23.87	5.75	7.6	91.5	96.5
090209-C10	184	83.75	66	141	0.593971631	0.468085106	5.5	1	35.5	1.133333333	0	2.608843551	117.8333333	23.57777778	11.33333333	4.89987301	5.059136816	0.853	7.369758333	3.99045	2.640226884	3.89509249	5.309633333	3.2446	3.456209945	7.617191667	1.847	1.636	0	0	8	7	19.425	7	8.8	81	86.5
090415-D08	185	92.5	73	105	0.880952381	0.695238095	3	1	32.18333333	1.441666667	0	2.922265122	127.4166667	22.26666667	10	4.805386233	4.971547905	0.847	9.431745455	3.162709091	2.453051592	3.931865204	6.897825	2.659891667	3.529266103	6.723341667	2.982	2.593	0	0	8.331666667	3	22.74333333	5.708333334	7.75	89	96
090209-C11	186	87.5	79	144	0.607638889	0.548611111	4	1	38.81666667	1.05	0	3.098589659	107.0833333	26.78181818	10.54545455	5.035771267	5.240784551	0.815	7.433666667	3.4992	2.397602048	3.778023313	5.336654545	2.999745455	3.39161189	6.596318182	2.124	1.779	0	0	5	5	17.14333333	6.458333334	7.1	85	90
090209-C12	187	76.33333333	77	87	0.877394636	0.885057471	3	0	27.525	1.275	0	2.696876901	106	25.1	12.08333333	5.11699531	5.222605545	0.9	9.690625	2.468066667	2.005345268	3.726810474	7.309775	2.082958333	3.329485937	4.261908333	3.926	3.509	0	0	6.001666667	7	20.08	6.958333334	8.3	72.5	80.16666667
090415-D09	188	101.5	72	148	0.685810811	0.486486486	1	1	40.6	1.822222222	0	2.881069365	120.0833333	23.15	11.83333333	5.49340432	5.672750365	0.836	7.40925	3.131791667	2.172439391	3.670420336	5.559672727	2.673490909	3.299341157	5.303018182	2.366	2.08	0	0	8.335	1	23.25333333	6.5	8.15	101.5	NA
090415-D10	189	79.75	77	82	0.972560976	0.93902439	4.5	1	22.39166667	1.116666667	0	3.64414356	141.6666667	19.52222222	7.888888889	4.7225491	4.849897309	0.88	7.458109091	3.305836364	2.288727703	3.727073635	5.249516667	2.760216667	3.301895635	5.594375	2.256	1.902	0	0	8.498333334	2	23.36	5.875	8.05	76	83.5
090209-D01	190	111.5	80	176	0.633522727	0.454545455	5	0	26.75	1.883333333	1	NA	110.6666667	20.56666667	17	5.26096158	5.676753802	0.66	8.359555556	2.733177778	2.048524039	3.670277789	5.992411111	2.199666667	3.214783463	4.1988	3.059	2.724	0	0	9	5	23.15666667	6	9.1	111.5	NA
090209-D02	191	82.75	61	105	0.788095238	0.580952381	4.5	1	27.70833333	0.891666667	1	3.149882953	152	31.15833333	7.833333333	4.505851985	4.643516391	0.871	9.517816667	2.7633	2.19505556	3.802719541	7.011766667	2.352291667	3.416928278	5.319766667	3.444	2.981	0	0	8.165	7	19.475	5.083333334	9.4	80	85.5
090209-D03	192	55.75	55	52	1.072115385	1.057692308	4.5	NA	27.35833333	1.15	1	3.301990732	93.75	20.93333333	6.888888889	3.704663322	4.185513949	0.618	8.151533333	3.540883333	2.482491235	3.853467616	5.6165	3.020816667	3.442099106	6.990608333	2.302	1.859	1	0	6.335	3	19.425	6.916666667	NA	53	58.5
090226-C01	193	101.5	66	142	0.714788732	0.464788732	3	1	42.34444444	1.877777778	0	2.449567283	120.1818182	27.68888889	12.88888889	5.592643982	5.800774741	0.812	8.908483333	3.273916667	2.424301863	3.883134385	6.43415	2.71405	3.470610461	6.422458333	2.721	2.371	0	0	7.335	1	22.18	5.791666667	8.4	97.5	105.5
090415-D11	194	NA	NA	306	NA	NA	3	1	NA	NA	NA	NA	82.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
081215-B03	195	92	79	107	0.859813084	0.738317757	3	1	31.21666667	1.55	0	2.722756348	95.5	23.82222222	10.77777778	4.742755849	4.985317486	0.785	10.29484167	3.689725	2.854637589	4.178134216	7.245583333	2.939508333	3.664949998	8.472525	2.79	2.465	0	0	7	1	16.86	3.583333334	8.2	86.5	97.5
090226-C02	196	116	NA	259	0.447876448	NA	3	0	36	1.1	NA	NA	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	116
090226-C03	197	125	NA	NA	NA	NA	1.6	NA	40.5	1.5	0	2.602689685	99.6	22.58	11.9	5.411646052	5.638947613	0.797	5.893581818	3.276518182	1.996446469	3.458611436	4.092658333	2.724075	3.030633575	4.183383333	1.799	1.502	0	0	8.165	0	21.13	7	9.8	125	NA
081215-B04	198	84.75	75	100	0.8475	0.75	4	0	21.55833333	1.316666667	0	3.205452805	90.83333333	23.13333333	9	4.88692564	5.026866489	0.869	9.716916667	2.708091667	2.204971345	3.828636867	7.291358333	2.295341667	3.435033163	5.265858333	3.588	3.177	0	0	5.668333334	2	22.41333333	5.555555556	9.8	81.5	88
081215-B05	199	91.75	78	84	1.092261905	0.928571429	3	NA	35.10833333	1.5	0	2.961830722	116.0833333	22.93333333	12.55555556	5.047002938	5.618385955	0.565	6.802872727	3.336309091	2.199578371	3.631992314	4.920318182	2.905463636	3.282099505	5.710418182	2.039	1.693	0	0	8.331666667	NA	20.36666667	NA	NA	84	99.5
090226-C04	200	103.75	76	98	1.058673469	0.775510204	5	1	30.88888889	1.166666667	0	3.80666249	137	23.47777778	7.666666667	4.626061545	4.772566093	0.864	8.027308333	2.769508333	1.991685569	3.612118093	5.80335	2.43165	3.254074036	4.6522	2.898	2.387	0	1	NA	2	27.87333333	5.777777778	6.8	112.5	95
090226-C05	201	105.6666667	67	132	0.800505051	0.507575758	2	1	35.88888889	1.588888889	0	2.456735773	111.25	25.9	10.88888889	4.955044279	5.072392172	0.889	9.34845	3.53535	2.634308572	4.011979948	6.7586	2.967466667	3.607691768	8.065375	2.644	2.278	0	0	8.835	2	23.74	6.041666667	9.15	101.5	109.8333333
090226-C06	202	93	71	113	0.82300885	0.628318584	3.5	NA	33.6	1.433333333	0	3.149882953	127.25	22.38888889	10.125	4.641180624	5.017279837	0.687	9.380325	2.977608333	2.353291674	3.886250564	7.140475	2.580625	3.522790188	6.434875	3.15	2.767	0	0	8.668333334	1	21.225	5.25	9.05	89	97
090226-C07	203	81.83333333	76	80	1.022916667	0.95	7.5	NA	35.41666667	1.058333333	0	3.944812828	143.8333333	26.56666667	8.5	4.708027571	4.820281566	0.894	7.877266667	2.76445	2.011207311	3.623222752	5.784208333	2.373691667	3.244361944	4.538808333	2.849	2.437	0	0	8.835	6	22.695	5.75	7.65	79	84.66666667
090226-C08	205	78.25	66	100	0.7825	0.66	2	1	29.41666667	1.341666667	1	2.862200881	115.3333333	23.84166667	9.416666667	4.94875989	5.037601742	0.915	9.4767	3.619025	2.724913327	4.067438885	7.018333333	3.036808333	3.666776345	8.739616667	2.619	2.311	0	0	6	7	15.13333333	6	10.05	75	81.5
081215-B06	206	101.4166667	78	113	0.897492625	0.690265487	4.333333333	NA	37.7	1.055555556	0	3.468336684	187.8888889	34.68888889	9.444444444	4.615120517	5.091019824	0.621	8.714466667	3.077716667	2.344296292	3.842197287	6.393858333	2.6554	3.464308322	6.326758333	2.831	2.408	0	0	8.665	6	27.09333333	6.583333334	7.5	99	103.8333333
090226-C09	207	100	84	137	0.729927007	0.613138686	3	NA	40.95833333	1.391666667	0	3.441130092	121.5	29.55555556	11.55555556	5.170483995	5.472270674	0.739	8.444055556	2.960244444	2.22003285	3.761881795	6.408044444	2.535611111	3.403997901	5.649988889	2.852	2.527	0	0	9	3	23.26	6	7.6	100	NA
090226-C10	208	112.9	77	130	0.868461538	0.592307692	5	1	42.24444444	1.188888889	0	3.786711703	141	24.38888889	13.33333333	5.068904202	5.18178355	0.893	7.999666667	2.720216667	1.999203763	3.623458321	5.965841667	2.368141667	3.267458348	4.617158333	2.941	2.519	0	0	8.666666667	2	22.73	7	7.5	107.5	116.5
090324-C11	209	84.5	77	82	1.030487805	0.93902439	5.666666667	1	25.27777778	1.088888889	0	3.55296427	88.55555556	24.06666667	11.66666667	5.050923813	5.123467825	0.93	7.4538	3.156941667	2.225549249	3.70222336	5.45572	2.68314	3.316605258	5.53578	2.361	2.033	0	0	7.335	1	24.97666667	5.583333334	7.5	81	88
090324-C12	204	76.75	76	87	0.882183908	0.873563218	5	1	25.05555556	1.077777778	0	3.113515309	112.6666667	19.06666667	8.222222222	4.672828834	4.890975498	0.804	9.621641667	3.94675	2.871871116	4.139883415	6.872391667	3.188458333	3.693549989	9.430666667	2.438	2.155	0	0	3.833333334	8	16.34	6.141666667	9.05	75	78.5
090324-D01	211	70.08333333	66	107	0.654984424	0.61682243	3.666666667	1	23.79166667	1.083333333	1	3.083437854	101.1666667	20.36666667	7.5	4.508108473	4.601831285	0.911	8.923466667	3.604725	2.609975426	3.969046799	6.059091667	2.9556	3.497950207	7.221308333	2.475	2.05	0	0	6.665	6	0.063333333	6.958333334	9.7	66	74.16666667
090324-D02	212	89.25	78	99	0.901515152	0.787878788	2	1	37.8	1.708333333	0	2.777783539	138.9166667	25.1	11.66666667	4.91876364	5.147978856	0.795	9.485558333	3.272391667	2.525770643	3.973068715	7.057666667	2.762591667	3.587965519	7.395983333	2.899	2.555	0	0	8	NA	NA	6	NA	87	91.5
090415-D12	213	82.5	70	92	0.89673913	0.760869565	2.5	1	33.36666667	1.433333333	0	2.730029108	120.0833333	23.475	10.91666667	5.12148074	5.334729653	0.808	9.409616667	3.367525	2.579252349	3.991481389	6.826583333	2.741166667	3.545989406	7.040041667	2.794	2.49	0	0	5.831666667	8	12.79666667	2	8	80.5	84.5
090324-D03	214	98.58333333	80	125	0.788666667	0.64	4.5	NA	38.4	1.466666667	0	2.880219386	123.1666667	26.71111111	12.77777778	5.247024072	5.416504361	0.844	9.39707	2.5966	2.085792581	3.751480944	7.12985	2.23148	3.379813024	4.83657	3.619	3.195	0	0	8.5	4	22.96	6.055555556	8.6	88.5	108.6666667
090324-D04	215	103.0833333	73	116	0.888649425	0.629310345	1	0	32.45	1.45	0	2.876385516	101.0833333	22.51666667	10	4.899082808	5.006180944	0.898	8.7648	3.501758333	2.579818392	3.954023345	6.448833333	2.914958333	3.539670813	7.392783333	2.503	2.212	0	0	7.665	6	22.905	5.541666667	8.7	98.5	107.6666667
090324-D06	217	79.5	70	100	0.795	0.7	3	0	31.38333333	0.916666667	0	2.862200881	120.75	28.20909091	11.45454545	5.200002678	5.386994023	0.829	9.3689	2.562808333	2.060920031	3.738421518	7.035325	2.13345	3.332025923	4.435525	3.656	3.298	0	0	5.666666667	9	13.68	6.375	8.6	75.5	83.5
090324-D07	218	85.83333333	78	141	0.608747045	0.553191489	5.5	NA	25.425	0.866666667	0	3.245193133	113.75	24.9	9.833333333	4.62333749	4.918154441	0.745	9.46975	2.615783333	2.131806657	3.781275734	7.076141667	2.150833333	3.353526757	4.5944	3.62	3.29	0	0	4.501666667	9	11.835	3.208333334	9	79.5	92.16666667
090324-D08	219	56.25	52	49	1.147959184	1.06122449	4	1	23.48333333	0.983333333	0	3.390024081	87.75	18.26666667	6.666666667	4.204692619	4.447984602	0.784	9.0154	3.449654545	2.588152203	3.977528275	6.610909091	2.904863636	3.570254331	7.637145455	2.613	2.276	0	0	6.165	9	17.555	6.25	8.55	54.5	58
090324-D09	220	62.83333333	65	59	1.064971751	1.101694915	3.5	1	30.86666667	1.025	1	3.54337187	95.25	19.85555556	7.888888889	3.978831675	4.175784894	0.821	8.0079	3.501618182	2.467177689	3.843533708	5.779908333	2.99575	3.463259923	7.075841667	2.287	1.929	0	0	6.501666667	6	18.82666667	7	10.7	63.5	62.16666667
090325-C05	221	72.66666667	60	80	0.908333333	0.75	5.166666667	0	29.78333333	0.925	0	3.171085161	117	22.975	6.5	4.558253266	4.684443367	0.881	8.3324	2.88335	2.132146651	3.708432459	6.028516667	2.41125	3.285987907	4.750325	2.89	2.5	0	0	7.501666667	8	16.89	5.833333334	8.45	69.5	75.83333333
090324-D10	222	79.75	65	73	1.092465753	0.890410959	7.5	1	29.94166667	1.1	0	3.834061464	143.25	27.00833333	10.75	4.862393051	4.976158865	0.892	8.061483333	3.027325	2.210657104	3.731799047	5.79255	2.510158333	3.303022714	5.089625	2.663	2.308	0	0	8.668333334	9	20.255	5.333333334	9.05	76	83.5
090324-D11	223	86.08333333	80	76	1.132675439	1.052631579	4.5	0	28.88333333	1.375	1	2.871679625	121.1666667	22.22727273	8.818181818	4.83958333	5.018382981	0.836	9.931816667	3.145108333	2.518134549	3.995267658	7.26299	2.61807	3.552642404	6.7205	3.158	2.774	0	0	7.665	1	17.715	5	9.1	82	90.16666667
090324-D12	224	89.75	65	78	1.150641026	0.833333333	3.666666667	1	27.39166667	0.991666667	1	3.044522438	110.5833333	21.41818182	11	4.806997237	4.978612854	0.842	8.123975	3.57265	2.50471132	3.868558286	5.838675	3.044641667	3.481145982	7.294483333	2.274	1.918	0	1	NA	9	16.765	6.375	10.95	103	76.5
090331-E01	225	77.25	64	80	0.965625	0.8	3.5	1	31.46666667	1.308333333	0	3.083437854	103.0833333	22.83333333	10.77777778	5.191946239	5.279041873	0.917	7.94155	3.916983333	2.688986867	3.956975338	5.680841667	3.301	3.541914906	8.400191667	2.027	1.721	0	0	5.001666667	9	13.58	6.166666667	8.75	76.5	78
090331-E02	226	78.75	67	92	0.855978261	0.72826087	3	1	28.075	1.591666667	0	2.63905733	100	23.25833333	10.25	4.846153655	4.977882508	0.877	9.8589	3.683	2.781769884	4.112926537	6.944991667	2.962283333	3.632437401	8.252925	2.677	2.344	0	0	6.331666667	1	12.81333333	3	8.8	75	82.5
090331-E04	228	77.91666667	77	79	0.98628692	0.974683544	8	NA	28.74166667	1.066666667	0	3.771482983	118.8181818	24.39166667	9.916666667	4.882801923	4.902802589	0.98	8.358458333	3.06465	2.246663561	3.763874057	5.991883333	2.552983333	3.334736421	5.293675	2.727	2.347	1	0	4.833333334	8	26.58666667	5.694444445	8.5	73	82.83333333
090331-E07	232	66.66666667	58	68	0.980392157	0.852941176	2.5	1	25.14166667	1.058333333	1	3.373026505	70.58333333	15.63333333	9.833333333	4.656554385	4.725777512	0.933	7.020018182	3.493909091	2.315266165	3.703767843	4.909609091	2.982172727	3.290237718	5.876927273	2.009	1.646	0	0	5.166666667	8	13.91	6.833333334	7.85	66.5	66.83333333
090325-C06	233	69.58333333	66	68	1.023284314	0.970588235	3.5	1	22.04166667	0.883333333	1	3.139110856	81.91666667	18.08333333	8.25	4.433788569	4.571268634	0.872	7.2806	3.3197	2.259801106	3.69764034	5.135908333	2.819441667	3.281014594	5.531641667	2.193	1.822	0	0	4.835	9	13.46	7	7.95	68.5	70.66666667
090105-C10	234	75.25	61	76	0.990131579	0.802631579	7.5	1	20.96666667	1.1	0	4.124442593	83.5	23.76363636	8.272727273	4.691347882	4.766438334	0.928	8.013363636	3.132063636	2.264690627	3.755003153	5.786054545	2.626536364	3.343477741	5.534245455	2.558	2.203	0	0	4.665	4	22.15	5	8.55	73	77.5
090105-C09	235	82.91666667	67	76	1.091008772	0.881578947	5.5	1	28.20833333	1.183333333	0	3.688879454	139.5	25.36363636	8.545454545	4.724971386	4.85557511	0.878	7.929525	3.029175	2.209314166	3.725292945	5.838975	2.568025	3.340741773	5.432091667	2.618	2.274	0	0	8.835	2	23.36333333	5.875	8.1	82.5	83.33333333
090105-C08	236	82.08333333	76	92	0.892210145	0.826086957	3.5	1	27.25	1.158333333	1	3.238678452	117.25	22.92222222	10.33333333	4.901564199	5.187385806	0.751	7.323566667	3.17715	2.183843786	3.662128141	5.030383333	2.651341667	3.206021224	4.85005	2.305	1.897	0	0	6.833333334	8	0.353333333	6.666666667	8.35	79	85.16666667
090105-C02	237	75.58333333	66	76	0.994517544	0.868421053	3.166666667	0	22.8	0.958333333	1	2.823361048	95	23.33333333	9	4.539742381	4.685981829	0.864	11.23425833	2.818841667	2.452041917	4.027239937	7.685908333	2.250858333	3.480199548	5.473683333	3.985	3.415	0	0	6	7	11.40666667	2	9.6	73	78.16666667
090325-C07	240	77.33333333	77	87	0.888888889	0.885057471	3.5	1	24.26666667	1.358333333	0	2.751535313	103.75	24.17272727	11.81818182	4.895122407	5.034588535	0.87	9.196941667	3.587908333	2.649453106	4.008869278	6.557008333	2.97025	3.582555743	7.889158333	2.563	2.208	0	0	5.998333334	1	12.58	3.666666667	8	75	79.66666667
090331-E08	241	92.25	77	100	0.9225	0.77	3	1	25.83333333	1.183333333	0	3.54577861	98.77777778	24.8	10	4.954260887	5.164150852	0.811	7.828690909	2.730781818	1.992749122	3.614149051	5.687872727	2.324390909	3.204203991	4.262572727	2.867	2.447	0	0	8.335	1	25.21333333	7	8.15	87	97.5
090331-E09	242	81.75	52	48	1.703125	1.083333333	3.5	1	26.46666667	1.275	0	3.198673118	115.1666667	21.75555556	9.111111111	4.994136295	5.085349143	0.913	8.778472727	3.201018182	2.396812869	3.866491834	6.470108333	2.678341667	3.47115427	6.379125	2.742	2.416	0	0	7	5	19.32333333	5.375	8.25	79	84.5
090226-C11	243	61.75	76	80	0.771875	0.95	4.333333333	1	29.27777778	1	0	3.633190548	86.33333333	20.71666667	8	4.421848129	4.588363068	0.847	9.918509091	3.147372727	2.52088274	3.997216231	7.271116667	2.597516667	3.56215437	6.779708333	3.151	2.799	0	0	6.998333334	9	19.97	5.375	7.95	59	64.5
090325-C08	248	77.5	66	54	1.435185185	1.222222222	5	1	29.33333333	1.158333333	0	2.833213344	119.5833333	22.24545455	9.727272727	4.972335369	5.177176427	0.815	8.566533333	3.647433333	2.605831043	3.953380217	6.274908333	2.995625	3.52598619	7.435108333	2.349	2.095	0	0	4.835	8	14.78	6.791666667	9.1	75.5	79.5
090331-F01	250	57.75	53	59	0.978813559	0.898305085	5.888888889	NA	28.63333333	0.966666667	1	3.32323584	94.66666667	19.46666667	7	4.158883083	4.331928798	0.841	7.523325	3.658483333	2.484770529	3.818853067	5.307666667	3.17275	3.436570424	7.285083333	2.056	1.673	0	0	5.998333334	9	16.30333333	6.875	7.75	55	60.5
090331-E12	251	87.75	79	104	0.84375	0.759615385	3	0	28.76666667	1.1	0	3.146305132	90	24.39166667	10.25	4.860458191	5.127924381	0.765	8.986816667	2.298658333	1.815010664	3.601980344	7.021675	1.977208333	3.246870297	3.748566667	3.91	3.551	0	0	7.331666667	8	20.22333333	5.333333334	8.9	86	89.5
090331-F03	252	75.75	78	90	0.841666667	0.866666667	8.5	1	36.01666667	1.016666667	0	3.874667219	136.25	23.15555556	7.111111111	4.518819748	4.736198448	0.805	10.34176667	2.684391667	2.22697394	3.868666552	7.234441667	2.258766667	3.432024796	5.235841667	3.853	3.203	0	0	6.5	4	25.27	5.75	8.25	72	79.5
090415-E07	254	78.16666667	68	73	1.070776256	0.931506849	8.5	1	35.825	1.183333333	0	3.770843392	125.0833333	28	8.833333333	4.95774583	5.200002678	0.785	8.54785	3.047258333	2.284439792	3.79768752	6.302490909	2.566881818	3.408750302	5.780309091	2.805	2.455	0	0	7.5	1	25.92333333	5.5	7.95	72.5	83.83333333
090415-E06	255	95.91666667	68	76	1.262061404	0.894736842	6	1	24.96666667	1.133333333	0	3.657130756	124.3333333	22.58888889	8.222222222	4.49980967	4.602439187	0.902	7.688191667	3.090925	2.222457243	3.717396047	5.546525	2.6743125	3.332278168	5.6122	2.487	2.074	0	1	NA	2	25.93333333	6	NA	111.5	80.33333333
090331-F05	257	66.83333333	60	68	0.982843137	0.882352941	3	1	27.62727273	0.981818182	0	3.070633582	90.75	18.54166667	8.166666667	4.491441421	4.736929176	0.782	9.782033333	3.155941667	2.509801139	3.984886465	7.189533333	2.579591667	3.547499485	6.651975	3.1	2.787	0	0	6.165	8	18.22333333	5.361111111	9.6	63.5	70.16666667
090331-F06	258	102.5	75	100	1.025	0.75	4.5	1	26.51666667	1.241666667	0	2.999890284	125.75	29.95	9	4.748548769	4.882801923	0.874	10.01429	2.62081	2.165599742	3.82580237	7.345463636	2.190345455	3.419475377	5.011154545	3.821	3.354	0	1	NA	9	22.65333333	6.158333334	8.75	115	90
090331-F07	259	103.4166667	77	100	1.034166667	0.77	5.5	NA	30.50833333	1.175	0	3.375879574	148.3333333	27.32222222	7.444444444	4.891032422	5.011241171	0.887	9.073908333	3.380366667	2.548045755	3.957908001	6.523225	2.803516667	3.540410381	7.2442	2.684	2.327	0	1	NA	7	27.29333333	5.75	8.8	116.5	90.33333333
090331-F09	261	79.75	67	92	0.866847826	0.72826087	6	1	30.28333333	1.125	1	3.963982744	102.6666667	19.34545455	6.636363636	4.289213335	4.377470818	0.916	7.996266667	2.775916667	1.970143888	3.596261938	5.821525	2.385691667	3.231167307	4.434266667	2.881	2.44	0	0	8.668333334	9	25.45333333	4.583333334	8.4	78	81.5
090415-E08	262	103.4166667	78	107	0.966510903	0.728971963	5	1	27.81666667	1.408333333	0	3.462890951	130	20.91666667	8.5	4.899195732	4.976106587	0.926	8.038845455	3.074954545	2.220580007	3.728862988	5.803718182	2.655463636	3.350865666	5.646354545	2.614	2.186	0	0	NA	7	25.365	4.875	8.65	112	94.83333333
090331-F08	264	78	66	85	0.917647059	0.776470588	3	1	23.63333333	1.4	0	3.075774981	102.8333333	19.11666667	10	4.841558964	4.968655222	0.881	9.503625	3.584991667	2.736722418	4.08084989	6.996333333	2.959575	3.64801232	8.413825	2.651	2.364	0	0	4.831666667	8	14.36333333	6.541666667	8.85	76.5	79.5
090226-C12	266	70.75	72	76	0.930921053	0.947368421	2.166666667	0	21.175	0.991666667	1	2.881069365	110.1666667	21.13333333	8.333333333	5.081404365	5.155857343	0.928	7.5431	3.597675	2.43668903	3.800059441	5.1989	3.03215	3.37839862	6.567783333	2.097	1.715	0	0	4.166666667	8	14.025	6.541666667	8.35	68	73.5
090226-D01	267	77.16666667	66	87	0.88697318	0.75862069	5	1	19.28333333	0.591666667	1	3.506557897	97.25	18.79166667	9.666666667	4.471638793	4.575569716	0.901	7.441141667	3.39825	2.322842682	3.737872971	5.238191667	2.8881	3.321718473	5.887541667	2.19	1.814	0	0	4.501666667	6	14.455	6.5	8.7	75.5	78.83333333
090226-D02	268	60.4	65	59	1.023728814	1.101694915	5	1	37.61666667	1.108333333	1	3.388618599	106	22.39166667	7.916666667	4.369447852	4.537069773	0.846	9.0544	3.399858333	2.548301288	3.952091276	6.435458333	2.838875	3.523782449	7.121083333	2.663	2.267	0	0	6.498333334	8	17.60666667	5.516666667	8.65	58	62
090226-D03	269	105.8333333	NA	100	1.058333333	NA	3.5	1	34.975	1.075	1	3.113515309	92.58333333	24.74166667	9.090909091	4.904657304	5.278964638	0.688	9.581616667	2.68765	2.178205032	3.806033774	6.869783333	2.199041667	3.349459837	4.6864	3.565	3.124	0	0	NA	1	15.78333333	2.791666667	10.55	127.5	84.16666667
081215-B07	270	73.75	66	85	0.867647059	0.776470588	3.083333333	NA	24.875	1.45	0	2.922265122	108.8333333	22.37272727	8.909090909	4.691347882	4.854158679	0.85	10.7766	3.24625	2.655108766	4.10232155	7.283416667	2.639516667	3.579368439	7.03135	3.32	2.759	0	0	5.835	8	13.36666667	6.041666667	8.9	70.5	77
090226-D04	271	78.66666667	63	100	0.786666667	0.63	5	1	28.43333333	1.1	0	2.627081139	114.25	24.025	10.66666667	4.870734453	5.110983268	0.786	10.17014167	3.717766667	2.871843291	4.183895259	7.572354545	3.095127273	3.765967171	9.861336364	2.736	2.447	0	0	4.998333334	9	14.65666667	6.333333334	10.15	75.5	81.83333333
090415-E09	272	108.0833333	62	107	1.010124611	0.579439252	3	1	35.85	1.041666667	0	3.412247218	142.4444444	32.2	7.090909091	4.050994121	4.651359568	0.549	12.54885455	2.940963636	2.669006297	4.198152419	8.7837	2.454045455	3.698730545	7.395054545	4.267	3.579	0	0	7.501666667	6	25.55	7	10.15	99	117.1666667
090226-D05	273	82.16666667	78	113	0.727138643	0.690265487	3	1	29.80833333	1.216666667	0	2.813410717	130.8333333	23.87272727	10.27272727	4.885552956	5.094865028	0.811	9.220925	3.34745	2.515471553	3.94728461	6.679766667	2.765875	3.515066843	6.823125	2.755	2.415	0	0	6	1	16.08333333	2.083333334	9.5	80	84.33333333
090226-D06	274	106	74	100	1.06	0.74	3	NA	36.325	1.541666667	0	2.590267165	147.9166667	35.68333333	8.916666667	4.717754547	4.967495801	0.779	9.897763636	3.247327273	2.591511618	4.026850891	7.275681818	2.7267	3.621965508	7.632936364	3.048	2.668	0	1	NA	1	20.89333333	6.333333334	8.85	118.5	93.5
090226-D07	275	77.66666667	65	76	1.021929825	0.855263158	5	1	26.59166667	1.108333333	0	3.012261576	100.25	20.325	9.833333333	4.404684659	4.522693964	0.889	8.566575	3.356825	2.48285037	3.899336201	6.169166667	2.750108333	3.447985808	6.4166	2.552	2.243	0	0	6.831666667	6	15.68	6.666666667	8.5	74	81.33333333
090226-D08	276	80.25	78	92	0.872282609	0.847826087	7.5	NA	33.75833333	1.458333333	1	3.36441813	135.3333333	27.25833333	11	5.379897354	5.466300507	0.917	6.835309091	3.3243	2.177501038	3.616088796	4.85185	2.8658	3.24560571	5.45545	2.056	1.693	0	0	7.166666667	7	25.25666667	5.416666667	7.75	77.5	83
090226-D09	277	82.33333333	67	138	0.596618357	0.485507246	3	1	25.31111111	1.511111111	0	3.075774981	101.1	17.83333333	10.77777778	4.922411061	5.189246271	0.766	8.544	3.848033333	2.687100616	3.983709047	6.063183333	3.213225	3.567396849	8.359083333	2.22	1.887	0	0	5.665	8	17.01	6.916666667	9.05	79	85.66666667
090226-D10	278	82	NA	95	0.863157895	NA	4.5	1	26.25	0.966666667	1	3.567182519	92.83333333	21.6	8.111111111	4.752806185	4.949404428	0.822	7.766466667	3.23775	2.279944894	3.740340453	5.517191667	2.723966667	3.329804907	5.646533333	2.399	2.025	0	0	5.668333334	9	14.05	6.833333334	8.5	75	89
090325-C09	279	57.25	57	45	1.272222222	1.266666667	4.5	1	29.2	0.941666667	0	3.235405127	90.91666667	16.95	6.166666667	4.291600343	4.48863637	0.821	8.292808333	3.39995	2.470425919	3.874638326	6.1184	2.856158333	3.474230193	6.806141667	2.439	2.142	0	0	5.998333334	2	19.26666667	6.5	11.15	53	61.5
090325-C10	280	84.08333333	79	100	0.840833333	0.79	4.5	NA	34.55	1.408333333	0	2.866951484	114.75	25.70909091	11.27272727	5.097646671	5.45064821	0.703	8.520266667	3.216266667	2.382209252	3.844561283	6.237725	2.72275	3.45413897	6.389958333	2.649	2.291	0	0	7.166666667	3	16.46333333	6.222222222	8.05	82.5	85.66666667
