HybID	NSFTVID	Flowering time at Arkansas	Flowering time at Faridpur	Flowering time at Aberdeen	FT ratio of Arkansas/Aberdeen	FT ratio of Faridpur/Aberdeen	Culm habit	Leaf pubescence	Flag leaf length	Flag leaf width	Awn presence	Panicle number per plant	Plant height	Panicle length	Primary panicle branch number	Seed number per panicle	Florets per panicle	Panicle fertility	Seed length	Seed width	Seed volume	Seed surface area	Brown rice seed length	Brown rice seed width	Brown rice surface area	Brown rice volume	Seed length/width ratio	Brown rice length/width ratio	Seed color 	Pericarp color	Straighthead suseptability 	Blast resistance	Amylose content	Alkali spreading value	Protein content	Year07Flowering time at Arkansas	Year06Flowering time at Arkansas
090209-B02	86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.67	1	0.245	7	8.3	NA	NA
090414-C03	87	101.25	73	99	1.022727273	0.737373737	2	1	37.5875	1.4125	0	2.618438042	116.125	24.94285714	10.5	5.041990396	5.283767586	0.785	8.61393	3.48906	2.577018539	3.94039003	6.359533333	2.831211111	3.502447796	7.036311111	2.469	2.246	0	0	6.998333334	5	0.366666667	6.375	8.9	NA	101.25
090325-B07	88	91.88888889	78	96	0.957175926	0.8125	4.5	1	33.2	1.491666667	0	3.098589659	137	26.31666667	9	5.357014999	5.51122691	0.857	7.249508333	2.966566667	2.01662598	3.574248087	5.2485	2.520855556	3.188502295	4.515633333	2.444	2.082	0	0	8.835	4	24.6	5.888888889	8.4	83	96.33333333
090414-C04	89	90.91666667	78	114	0.79751462	0.684210526	3	0	36.05	1.558333333	0	2.442347035	114.6666667	24	11.16666667	5.520794029	5.672463791	0.859	6.794891667	3.184908333	2.115205767	3.592392415	4.92865	2.741825	3.215179502	5.04815	2.133	1.798	0	0	8.331666667	1	22.22	6.083333334	7.9	84	97.83333333
090209-B03	92	91.6	78	98	0.934693878	0.795918367	2	1	35.23333333	1.7	0	2.538973871	123.4444444	23.83333333	11.11111111	5.034243308	5.175678812	0.868	7.972683333	3.696691667	2.561706284	3.893147988	5.797290909	3.112036364	3.502084269	7.658863636	2.157	1.863	0	0	8.833333334	1	17.53333333	4.611111111	8.75	88	94
090209-B04	93	88.25	72	88	1.002840909	0.818181818	5.666666667	1	28.44444444	1.122222222	1	3.659278984	150.4444444	29.0875	9.75	4.639132342	4.865434345	0.797	9.468733333	2.414975	1.902141108	3.658996112	7.039881818	2.076927273	3.286857955	4.072890909	3.921	3.39	0	0	8.001666667	6	17.14666667	3.75	9.15	84.5	92
090209-B05	94	83.91666667	74	161	0.521221532	0.459627329	4.5	1	29.20833333	0.916666667	0	3.719651113	93.16666667	21.46666667	9.666666667	4.680446307	4.89987301	0.803	7.324108333	3.436916667	2.324041581	3.730203523	5.100354545	2.8904	3.300584836	5.775818182	2.131	1.765	0	0	6.001666667	4	15.45333333	6.666666667	7.5	83	84.83333333
090209-B07	96	104.3	84	165	0.632121212	0.509090909	1.8	NA	37.02222222	1.111111111	0	2.610069793	101.6666667	22.58888889	8.444444444	4.840681386	5.07030085	0.795	8.394	3.38442	2.484691627	3.893516817	6.15453	2.76838	3.446022871	6.4202	2.48	2.223	0	0	6.498333334	5	12.025	7	9.75	100	110.75
090325-B09	97	98.375	78	108	0.91087963	0.722222222	6	1	42.8125	1.0625	0	4.029806041	140.5	28.7625	10.75	4.951415934	5.288898145	0.714	7.2603375	3.1114375	2.124641937	3.632180788	5.137775	2.62765	3.220755058	4.8867625	2.333	1.955	0	0	8.668333334	2	23.61333333	5.555555556	7.7	95	108.5
090226-B09	98	83.83333333	79	90	0.931481481	0.877777778	3	0	25.2375	1.1375	0	3.098589659	83.88888889	22.67142857	11.57142857	4.893352133	5.043425117	0.861	9.970590909	2.495972727	2.103171385	3.799678359	7.520981818	2.137690909	3.408423634	4.8298	3.995	3.518	0	0	3.501666667	5	26.34	3.958333334	8.2	80.5	87.16666667
090209-B08	99	90.16666667	80	108	0.834876543	0.740740741	3	1	33.2	1.541666667	0	2.922265122	134.3333333	26.70909091	9.909090909	4.752806185	5.011846681	0.772	9.583266667	3.157791667	2.492067064	3.962281456	7.113658333	2.706275	3.578965532	7.210575	3.035	2.629	0	0	7.665	2	22.495	5.138888889	8.95	87	93.33333333
090209-B09	100	84.11111111	78	122	0.689435337	0.639344262	1.666666667	0	27.62222222	1.611111111	0	2.978925155	114.8888889	23.94444444	11.55555556	5.032614201	5.340738082	0.735	8.138033333	3.382633333	2.440977983	3.850530743	5.944466667	2.893033333	3.467779993	6.8989	2.406	2.055	0	0	6.501666667	3	10.60333333	6.958333334	8.7	81.5	89.33333333
090324-A02	101	86.16666667	79	88	0.979166667	0.897727273	3	0	27.625	1.45	0	2.818398258	86.16666667	27.45	11.08333333	4.894101478	5.209030676	0.73	9.632391667	2.644466667	2.121810339	3.778741677	7.147025	2.251503333	3.388738367	4.919556667	3.642	3.174	0	0	3.331666667	8	20.51333333	6	9.5	80	92.33333333
090414-C05	102	NA	NA	165	NA	NA	3	NA	27.85	1.1	1	3.481240089	105.5	30.75	10.5	4.600157644	4.86753445	0.765	9.8055	2.4696	2.030632002	3.750804407	7.0726	2.0441	3.301658775	4.1308	3.97	3.46	0	0	6.835	1	21.25333333	5	8.7	NA	NA
081216-D09	103	84	78	108	0.777777778	0.722222222	2.5	1	30.175	1.05	0	2.957511061	95.08333333	24.13333333	9.777777778	4.881538499	4.998900038	0.889	7.528083333	3.534583333	2.404006862	3.784157247	5.298916667	3.048408333	3.390811131	6.670091667	2.13	1.738	0	0	5.335	4	16.97666667	6.916666667	7.75	84	84
081216-D10	105	80.5	80	81	0.99382716	0.987654321	6.333333333	1	31.83333333	1.533333333	0	3.727699446	131.1111111	24.9625	8	5.042251408	5.11635938	0.929	7.614041667	2.793958333	1.972322536	3.580265968	5.70465	2.3965	3.228594776	4.469808333	2.725	2.38	0	0	8.085	4	24.64333333	4.833333334	7.2	79	82
090209-B10	106	102.8333333	75	108	0.952160494	0.694444444	3	NA	30.15	1.441666667	0	3.493979115	93.83333333	25.90833333	9.166666667	4.892852258	5.083472618	0.826	9.4203	2.934808333	2.332307312	3.879577807	6.951266667	2.491833333	3.476193531	5.973258333	3.21	2.79	0	0	6.831666667	0	14.09333333	3.388888889	7.45	100	105.6666667
081215-B02	107	81.41666667	46	74	1.100225225	0.621621622	4	0	28.64166667	1.266666667	0	3.012261576	114.25	23.2	10.27272727	4.521788577	4.953262954	0.65	9.943041667	3.080191667	2.483052849	3.9780785	7.443783333	2.565791667	3.566016899	6.71695	3.228	2.901	0	0	7	0	18.88	5.375	9	79.5	83.33333333
090209-B12	108	102.1666667	74	119	0.858543417	0.621848739	1	1	41	1.583333333	0	2.47793798	112.7777778	29.18333333	12.5	5.11131822	5.279813895	0.845	9.037366667	3.417566667	2.542744385	3.951737507	6.582141667	2.871891667	3.552369821	7.3763	2.644	2.292	0	0	8.668333334	1	22.68	6	9.35	99	105.3333333
090414-C06	109	NA	64	81	NA	0.790123457	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	24.38	6	7.7	NA	NA
090209-C01	110	150.5	72	145	1.037931034	0.496551724	6	1	44.83	1.3	0	3.601868077	143.4444444	26.76666667	10.125	4.807657412	5.101896885	0.745	8.7916	3.247266667	2.425836606	3.876720243	6.361355556	2.684422222	3.458365405	6.368877778	2.707	2.37	0	1	NA	4	24.92333333	7	7.5	150.5	NA
090209-C02	111	98	84	114	0.859649123	0.736842105	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98
090414-C08	113	59	53	49	1.204081633	1.081632653	4.636363636	1	29.31818182	0.845454545	1	3.325689829	90.90909091	18.76	7.1	4.475061501	4.635699391	0.852	7.332636364	3.387509091	2.301063026	3.718414205	5.145927273	2.870645455	3.30171819	5.745781818	2.165	1.793	0	0	6.331666667	5	15.38	7	8.45	54	65
090209-C03	114	84.58333333	80	122	0.693306011	0.655737705	2.5	0	37.6	1.625	0	3.028522096	108.8333333	26.64166667	12.66666667	5.165737902	5.642202536	0.621	8.137845455	3.232454545	2.327944446	3.789667167	5.992766667	2.791466667	3.429016268	6.347941667	2.518	2.147	0	0	7	3	14.03	6.958333334	9.1	81.5	87.66666667
090209-C04	115	105	65	108	0.972222222	0.601851852	NA	NA	15.41666667	0.716666667	1	2.890371758	123.3333333	20.98333333	8	4.465908119	4.586666714	0.886	8.023333333	3.708816667	2.561459943	3.890664528	5.79736	3.05218	3.459242994	7.09842	2.163	1.899	0	0	NA	9	21.32	6	8.7	105	NA
090324-A03	116	91.08333333	80	111	0.820570571	0.720720721	1.5	NA	38.88333333	1.458333333	0	2.696876901	136.0833333	26.34545455	11.27272727	5.148022878	5.348837635	0.818	9.164941667	2.987408333	2.316617839	3.846444121	6.904572727	2.604018182	3.501666408	6.354836364	3.068	2.652	0	0	8.668333334	5	19.60666667	5.041666667	8.2	86.5	95.66666667
090325-B10	117	82.75	77	77	1.074675325	1	7	1	24.075	0.975	0	3.928552307	135.0833333	25.45555556	9.555555556	4.794286786	4.88073367	0.917	7.897675	3.241233333	2.310726859	3.768701176	5.466941667	2.627158333	3.289414745	5.254241667	2.437	2.081	0	0	8	4	0.453333333	7	7.95	77.5	88
090324-A04	118	73.33333333	65	85	0.862745098	0.764705882	3.666666667	1	25.66666667	1.177777778	0	3.17805383	106.8888889	18.05	9.833333333	4.716264233	4.812184355	0.909	7.854366667	3.729766667	2.588539006	3.901176842	5.5923	3.1031	3.466674351	7.347344444	2.106	1.802	0	0	6.333333334	9	12.57666667	7	7.95	72	76
090325-B11	119	114	NA	149	0.765100671	NA	3	NA	45.71666667	1.116666667	0	3.648491393	90.91666667	30.79090909	11.45454545	5.030437921	5.362997923	0.717	9.937891667	2.75335	2.244588681	3.860432825	7.325441667	2.242275	3.416717158	5.062375	3.609	3.267	0	0	9	1	21.95	7	9.25	114	NA
090414-C09	120	92.91666667	79	114	0.81505848	0.692982456	1.5	1	34.80833333	1.583333333	0	2.978925155	135.0833333	26.09090909	11.27272727	4.931198463	5.043425117	0.894	9.167141667	3.156908333	2.424768802	3.905801525	6.784633333	2.634783333	3.498513377	6.441308333	2.904	2.575	0	0	7.833333334	1	19.57	5.791666667	8.35	87.5	98.33333333
090226-B10	121	84.16666667	66	126	0.667989418	0.523809524	2.5	1	32.53333333	1.008333333	0	2.803360381	113.6666667	22.10909091	10.72727273	4.72812501	5.065228693	0.714	7.50465	3.709325	2.499288155	3.82952977	5.363833333	3.105133333	3.420867647	7.009283333	2.023	1.727	0	0	6	4	15.28333333	6.5	8.2	78	90.33333333
090324-A05	122	107.1111111	76	149	0.718866518	0.510067114	4	NA	39.46666667	1.491666667	1	3.355735008	160.1666667	29.46666667	13	4.68981766	4.934473933	0.783	7.650075	3.193858333	2.228339163	3.707238229	5.814316667	2.700191667	3.356821626	5.7077	2.395	2.153	0	0	7.501666667	3	22.12666667	6.5	10.05	103.5	114.3333333
090324-A06	123	92	80	88	1.045454545	0.909090909	5	NA	27.38888889	1.2	1	3.789855371	132.1111111	23.6	9.875	4.937086606	5.072328863	0.874	7.511091667	3.097058333	2.161630022	3.667314425	5.369375	2.658125	3.282342522	5.253675	2.425	2.02	0	0	8.668333334	3	24.79	6.25	7.55	86	98
090414-C10	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	4	24.445	7	NA	NA	NA
090325-B12	125	92.75	80	88	1.053977273	0.909090909	7	1	41.42222222	1.188888889	0	3.801091445	153.0833333	29.48888889	10.66666667	4.987404575	5.148140263	0.852	8.212183333	3.069025	2.252166854	3.760505107	5.854025	2.588066667	3.341409042	5.443025	2.676	2.262	0	0	8.333333334	6	23.59	5.833333334	7.4	87	98.5
090324-A07	126	100	NA	222	0.45045045	NA	4.2	1	25.74	1.43	0	3.604893798	144	24.18571429	13.14285714	4.771625801	5.041990396	0.763	7.450941667	3.566516667	2.385532041	3.763370433	5.311825	2.588425	3.232036509	4.882675	2.089	2.052	0	0	6.585	1	25.19	6.375	9.3	100	NA
090324-A08	128	81.25	NA	108	0.752314815	NA	3	1	29	1.4	0	3.273995124	116.5555556	24.275	11.25	5.15224007	5.281818367	0.878	7.70395	3.347641667	2.352506363	3.774348949	5.741091667	2.7981	3.39297786	6.171366667	2.301	2.052	0	0	6.668333334	7	16.04666667	6.916666667	7.95	76	86.5
090324-A09	129	88.83333333	77	88	1.009469697	0.875	5.5	NA	26.09166667	1.166666667	0	3.795489189	136	26.44166667	10.25	4.864324175	5.112991301	0.78	7.633277778	3.099344444	2.187244073	3.690290957	5.4795	2.642583333	3.299399648	5.31955	2.463	2.074	0	0	8.668333334	3	25.15	5.944444445	7.75	84	93.66666667
090324-A10	130	87.75	76	81	1.083333333	0.938271605	7	NA	23.06666667	1.083333333	0	3.83765859	144.3333333	24.61111111	8.444444444	4.830493179	4.940992861	0.895	7.544575	3.120641667	2.181013327	3.679155244	5.413725	2.654216667	3.289764454	5.28545	2.418	2.04	0	0	8.665	4	25.355	5.5	7.65	82	93.5
090324-A11	131	80.77777778	68	91	0.887667888	0.747252747	4.2	1	34.71	1.51	1	3.453157121	139.6	27.07	9.8	5.134490392	5.280379666	0.864	8.347644444	2.7529	2.110232055	3.661830804	5.9287	2.2923	3.226903076	4.545944444	3.032	2.586	0	0	9	6	27.20666667	5.875	7.05	73.5	95.33333333
090324-A12	132	104.8333333	80	117	0.896011396	0.683760684	4.333333333	NA	43.16666667	1.538888889	0	3.149882953	128.8888889	29.42	13.2	5.635114226	5.836404363	0.818	8.325758333	2.7148	2.020779056	3.657102798	5.973191667	2.295533333	3.247016794	4.383516667	3.067	2.602	0	0	8.666666667	1	26.5	6.527777778	7.75	99	110.6666667
090324-B01	134	81.6	66	88	0.927272727	0.75	4.636363636	1	31.37272727	1.281818182	0	2.47730205	110.8181818	21.80909091	12.09090909	5.184333921	5.370215106	0.83	8.646136364	3.961845455	2.792694334	4.051771667	6.20984	3.29668	3.621124031	9.05076	2.182	1.884	0	0	4.668333334	5	15.03333333	6.25	9.9	79.5	84.75
090414-C11	136	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	87.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.33	6	NA	NA	NA	NA	NA
090324-B03	137	82.33333333	69	77	1.069264069	0.896103896	6.5	NA	30.83333333	1.133333333	0	4.04158821	130.2222222	27.91666667	8.666666667	4.675374445	4.728192001	0.949	8.116016667	3.0161	2.234916344	3.751952644	5.90735	2.53195	3.342310711	5.368066667	2.691	2.333	0	0	8.001666667	1	22.43333333	5.388888889	7.95	79	85.66666667
090415-D01	138	NA	NA	165	NA	NA	2	1	43.25	0.716666667	0	3.737669618	139.2222222	24.56666667	11.16666667	3.751183337	4.722318099	0.379	7.243433333	2.883	1.946291029	3.537586493	5.075666667	2.3939	3.090910626	3.86765	2.512	2.12	0	0	9	6	25.72666667	7	9.6	NA	NA
090324-B04	139	89.6	78	114	0.785964912	0.684210526	3	0	33.06	1.19	0	2.602689685	107.1	28.79	14.5	5.521860838	5.730424406	0.812	9.04751	2.33926	1.832650261	3.608805954	6.86718	1.96184	3.209447114	3.56782	3.868	3.5	0	0	8.331666667	9	21.58	4.833333334	8.2	86	95
090324-B05	140	82.45454545	64	88	0.936983471	0.727272727	1.545454545	0	30.15454545	1.372727273	0	3.113515309	99.81818182	22.92	10.3	4.841822087	5.245443877	0.668	8.251154545	3.134427273	2.294734356	3.785043402	5.966872727	2.610436364	3.363614769	5.5769	2.632	2.286	0	0	5.835	6	12.63333333	6.541666667	8.95	81	84.2
090324-B06	141	100.5	76	149	0.674496644	0.510067114	3	1	39.15	1.066666667	NA	3.592735594	129.3333333	26.28333333	12.83333333	4.727387819	5.403427851	0.509	8.075283333	2.432666667	1.765814684	3.51344165	5.649366667	1.994133333	3.045265019	3.131516667	3.32	2.833	0	0	9	1	23.28	6.916666667	NA	100.5	NA
090324-B07	142	111.8888889	97	165	0.678114478	0.587878788	9	1	36.96666667	1.088888889	1	3.884994333	194.3333333	29.71111111	10.66666667	4.906919516	5.073088309	0.847	8.161122222	2.8885	2.128538537	3.697338024	5.819033333	2.405511111	3.26695759	4.715511111	2.825	2.419	0	0	8.835	1	25.235	7	8.8	111	113.6666667
090324-B08	143	96.33333333	NA	209	0.46092504	NA	3.6	1	37.69	1.04	0	3.352407217	97.5	24.78	10	5.085742767	5.184588601	0.906	7.375	3.2199	2.249379445	3.694762366	5.32403	2.72348	3.290293754	5.50448	2.29	1.955	0	0	5.5	6	18.32333333	7	7.75	95.5	98
090226-B12	144	NA	NA	206	NA	NA	1	NA	21.43333333	0.766666667	0	NA	75	17.2	5.666666667	3.843030134	3.938340314	0.909	7.4059	3.2906	2.273948965	3.71490776	5.2223	2.7699	3.282000847	5.4565	2.251	1.885	0	0	8.165	7	18.05	7	7.4	NA	NA
090324-B09	145	97	NA	235	0.412765957	NA	2.4	1	27.72	1.04	0	3.691999581	157.1	23.9625	11.5	4.50313746	5.02322241	0.594	8.73453	2.84297	2.163820603	3.74771094	6.220288889	2.283766667	3.275228853	4.502211111	3.072	2.724	0	0	8.335	1	22.68	7	10.55	97	NA
090414-C12	146	NA	NA	NA	NA	NA	1	1	22	1.066666667	NA	NA	70	17.725	9.5	NA	4.532599493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA
090324-B10	147	106.8	80	147	0.726530612	0.544217687	1	1	31.95	1.44375	0	2.75860248	105.9166667	22.66666667	12.77777778	5.575949103	5.708585735	0.876	7.851966667	2.399108333	1.734861316	3.4888452	6.035875	2.0202	3.112036068	3.3437	3.273	2.988	0	0	6.498333334	3	22.47	6.625	7.5	103	112.5
090324-B11	148	NA	NA	263	NA	NA	3	1	NA	NA	NA	NA	90.66666667	NA	NA	4.477336814	4.919980926	0.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	2	24.755	7	NA	NA	NA
090324-B12	149	104	79	129	0.80620155	0.612403101	2	1	36.8	1.558333333	0	2.920769235	140.6666667	31.21111111	13.22222222	5.371154691	5.483874424	0.893	9.352316667	2.8225	2.249674702	3.831131229	6.998772727	2.351781818	3.420518015	5.3352	3.313	2.976	0	0	8.665	6	22.97	6	8	98.5	109.5
090324-C01	150	83.7	79	114	0.734210526	0.692982456	1.6	NA	34.27	1.41	0	3.010620886	107.9	25.28	9.9	4.71939133	5.365976015	0.524	8.272422222	3.139988889	2.302556204	3.790849729	6.119544444	2.662611111	3.40422797	5.910633333	2.635	2.298	0	0	7.165	7	15.03	6.541666667	8.4	82	86.25
090226-B11	151	90.4	NA	223	0.405381166	NA	2.4	1	30.68	1.06	0	3.328228362	81.1	22.92857143	9.285714286	4.856706812	5.019925341	0.849	7.4139	3.42003	2.317202733	3.732496499	5.13316	2.8924	3.306946407	5.82114	2.168	1.775	0	0	5.333333334	1	15.84	6.361111111	8.35	89	92.5
090415-D02	152	83.16666667	64	93	0.894265233	0.688172043	4.5	1	31.9	1.241666667	1	3.463128339	153.6666667	27.45833333	8.166666667	4.941047007	5.044499808	0.902	9.394816667	2.195816667	1.734106816	3.578931116	6.791063636	1.8198	3.13938978	3.126054545	4.279	3.732	0	0	8	4	26.11	5.625	9.1	82.5	83.83333333
090324-C02	153	84.25	78	93	0.905913978	0.838709677	5.5	1	31.54166667	1.191666667	1	3.212186837	143.8333333	28.23333333	7.583333333	4.774912961	4.885323992	0.895	9.496883333	2.571383333	2.077244338	3.754154813	7.06637	2.13976	3.351441501	4.58705	3.693	3.302	0	0	7.666666667	3	27.6	6	8.1	78.5	90
090324-C03	154	76.91666667	64	92	0.836050725	0.695652174	3	1	24.93333333	0.983333333	1	3.016351561	113.3333333	19.525	10.5	4.591747166	4.790957951	0.819	8.568158333	3.483383333	2.507481167	3.896042833	6.30795	2.938466667	3.506859852	7.157058333	2.46	2.147	0	0	5.835	8	18.215	5	10.05	73	80.83333333
090324-C04	155	82.5	77	93	0.887096774	0.827956989	4.5	NA	24.175	0.816666667	1	3.48635519	116.8333333	22.0625	9	4.564348191	4.662581093	0.906	7.519358333	3.464683333	2.37035277	3.764360813	5.426641667	2.9902	3.393751955	6.560958333	2.17	1.815	0	0	7.335	7	18.52666667	4.611111111	10.45	80.5	84.5
090324-C05	156	93.83333333	80	107	0.87694704	0.747663551	4	1	33.29166667	1.308333333	0	3.79173684	98.08333333	26.3	12.41666667	4.984747523	5.14409724	0.853	7.389308333	3.115875	2.188669569	3.683247164	5.418783333	2.678025	3.306111066	5.449658333	2.372	2.023	0	0	8.331666667	1	24.23	7	8.1	89.5	98.16666667
090324-C06	157	88	80	143	0.615384615	0.559440559	3.666666667	1	34.24444444	1.122222222	0	3.266607228	98.22222222	23.67142857	10.85714286	4.951907021	5.157137753	0.814	7.3989	3.362911111	2.308561642	3.732516416	5.2718	2.921266667	3.357026809	6.220733333	2.2	1.805	0	0	5.331666667	2	18.90666667	7	8	85.5	93
090324-C07	158	90	NA	147	0.612244898	NA	3	NA	41.4	1.066666667	0	3.184974273	102.1666667	25.41666667	9.166666667	4.805386233	5.107963638	0.739	6.951116667	3.47045	2.302196684	3.69763146	4.932383333	2.9154	3.300076016	5.973516667	2.003	1.692	0	0	NA	6	20.11	7	8.05	90	NA
090324-C08	160	82.83333333	67	107	0.774143302	0.626168224	7	NA	26.28888889	1.022222222	1	3.392829132	134	29.28888889	8.444444444	4.698964065	4.80811103	0.897	8.377483333	3.052558333	2.25274688	3.768620193	6.115308333	2.593458333	3.368943036	5.544733333	2.744	2.358	0	0	7.335	3	18.35	5.194444445	9.35	81.5	84.16666667
090325-C01	161	97.25	NA	113	0.860619469	NA	5	1	30.78333333	1.316666667	0	3.501545355	96.11111111	24.26	12	5.562816104	5.797407734	0.791	7.683009091	3.016663636	2.133551944	3.665607338	5.55812	2.64068	3.288097364	5.21954	2.547	2.105	0	0	5.333333334	1	23.56	5.875	7.7	95.5	99
090415-D04	162	111	78	116	0.956896552	0.672413793	4.333333333	1	49.44444444	0.655555556	0	3.763136225	129.1111111	27.8	10.33333333	4.622295436	5.031031922	0.664	8.092125	2.514041667	1.833374483	3.546893854	5.770566667	2.114016667	3.122117096	3.559308333	3.219	2.73	0	0	8.835	8	24.88333333	7	7.6	111	NA
090415-D05	163	102.75	96	148	0.694256757	0.648648649	8	1	28.92222222	0.966666667	0	4.099884743	143.9166667	27.1	10.77777778	5.065754593	5.232444622	0.846	7.761075	2.610125	1.889985847	3.558789039	5.68615	2.223533333	3.16607789	3.926091667	2.973	2.557	0	0	7.585	1	26.71666667	6.833333334	7.4	98.5	107
090324-C09	164	104.8333333	72	133	0.788220551	0.541353383	3.666666667	1	29.87777778	1.755555556	1	2.737249356	110.8333333	25.03333333	13.16666667	5.367532436	5.479712568	0.894	8.875233333	3.254144444	2.38710188	3.854019529	6.331475	2.73615	3.466727598	6.4843125	2.727	2.314	0	0	7	7	20.5	6.759259259	7.2	99.5	110.1666667
090415-D03	165	85	77	97	0.87628866	0.793814433	4.5	NA	25.29166667	1.366666667	1	2.538973871	134.6666667	25.95	10.33333333	5.173792908	5.634789603	0.631	7.701481818	3.309981818	2.287188074	3.733866943	5.55136	2.72809	3.332636917	5.66713	2.327	2.035	0	0	7.331666667	8	19.18	5.375	8.8	80.5	89.5
090415-D07	166	104.0833333	78	100	1.040833333	0.78	5.5	1	36.77916667	1.066666667	0	3.55296427	161	30.60909091	9.090909091	4.952620899	5.257968745	0.737	8.77615	2.868683333	2.208725777	3.779129885	6.264233333	2.427983333	3.355459679	5.2015	3.059	2.58	0	0	8.666666667	9	27.48666667	6.166666667	8.6	98.5	109.6666667
090325-C02	168	101.0833333	78	113	0.894542773	0.690265487	4.333333333	1	34.96666667	0.95	0	3.576550269	159.4444444	32.2	10	4.838923916	5.179909135	0.711	8.782975	3.092733333	2.357858166	3.852586115	6.390472727	2.641972727	3.460201297	6.276754545	2.84	2.419	0	0	8.835	9	27.95666667	6.444444445	7.7	98.5	103.6666667
090105-B05	171	70.66666667	60	76	0.929824561	0.789473684	5	1	22.09166667	1.175	0	3.757316616	87.16666667	22.09166667	9.333333333	5.008410599	5.157617484	0.861	8.880391667	2.987925	2.294116838	3.822013502	6.391416667	2.527408333	3.417337264	5.78075	2.972	2.529	0	0	5.001666667	1	25.28666667	3.444444445	7.8	68	73.33333333
090226-A01	173	90.33333333	NA	80	1.129166667	NA	3	0	32.76666667	1.033333333	0	2.85263143	88.11111111	23.18333333	9.833333333	4.624972813	4.758504206	0.875	7.714477778	3.313355556	2.307818044	3.751356738	5.164244444	2.860144444	3.307231372	5.768666667	2.328	1.806	0	0	6.835	3	18.17	6.416666667	7.6	95	81
090324-C10	174	101.0833333	78	118	0.856638418	0.661016949	2	1	39.53333333	1.544444444	0	2.47793798	151.6666667	31.24285714	14.42857143	5.088477781	5.277385531	0.828	9.854327273	2.849645455	2.321397926	3.898137778	7.429525	2.388266667	3.49105916	5.782291667	3.458	3.111	0	0	8.833333334	2	22.84	6.25	9	95	107.1666667
090415-D06	175	NA	78	95	NA	0.821052632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
090105-B11	176	98.85714286	91	157	0.62966333	0.579617834	2	1	36.75833333	1.891666667	0	2.668384945	131.6666667	26.29166667	14.5	5.152327739	5.318936654	0.847	9.099141667	3.6986	2.564357516	3.95548184	6.760527273	2.506881818	3.440547748	5.790563636	2.46	2.697	0	0	7.5	6	22.505	6.458333334	9.8	99	98
090209-C05	177	76	65	76	1	0.855263158	4.333333333	1	24.28888889	1.166666667	0	3.595026545	90	20.36666667	10.5	4.894441903	5.02148531	0.881	7.960258333	3.238133333	2.336748971	3.786726565	5.823133333	2.701083333	3.379437056	5.91235	2.458	2.156	0	0	4.831666667	8	13.39	6.625	7.6	74.5	77.5
090325-C03	178	88	78	80	1.1	0.975	6	NA	41.88333333	1.541666667	0	3.215536924	159.75	30.1	9.818181818	5.318565527	5.484796933	0.847	6.7898	2.764791667	1.836237439	3.460431233	4.967936364	2.3203	3.052104444	3.616072727	2.456	2.141	0	0	7.666666667	6	27.28666667	5.916666667	8.05	84.5	91.5
090209-C06	179	71.83333333	66	70	1.026190476	0.942857143	5.5	1	20.725	0.816666667	0	3.585831078	97.41666667	20.775	10.25	4.658710953	4.743481802	0.919	7.486616667	3.5665	2.452777951	3.810186458	5.37528	3.00822	3.403991807	6.72215	2.099	1.787	0	0	5.331666667	9	21.43	6.875	8.7	68	75.66666667
090209-C07	180	79.41666667	67	123	0.645663957	0.544715447	4.5	1	31.85833333	1	0	3.10980473	112.75	25.6	9.333333333	4.820281566	5.012855051	0.825	7.188383333	3.593733333	2.42234765	3.774605596	5.230266667	3.088366667	3.40204036	6.876091667	2	1.694	0	0	6.498333334	8	18.94333333	6.875	8	76	82.83333333
090209-C08	181	107.2222222	NA	217	0.494111623	NA	4	1	34.03333333	1.0125	0	3.341093458	126.1666667	22.95555556	12.11111111	5.106496286	5.336663572	0.794	7.519775	3.513616667	2.424476714	3.799550034	5.424125	2.948466667	3.392202325	6.526533333	2.14	1.84	0	0	7.331666667	9	18.605	7	7.45	103.5	114.6666667
