taxa,PC1,PC2,PC3,PC4,PC5,PC6
0,-97.2859132126347,-12.4639249504167,64.4406181120342,-3.88492839298167,2.2151614038884,-0.0168982037572796
2,140.939760879793,72.1055724042008,17.2588234208448,0.872953452867879,-9.74242487587063,-35.2306794871959
2,117.195120440081,-62.4611091323976,-12.855816163872,-17.6749244563806,-2.32466768344263,-31.162612380324
2,-8.63546092466111,-22.8266069430232,-8.57086479724648,127.460197348791,2.96137547923581,-1.99497537029727
2,110.593599156728,-61.0058361293758,-12.4194579878206,-17.7708857733746,-0.372108299097545,-35.1077395577139
0,-55.9258399337422,9.65718932202129,-55.4002622843034,-1.47195220756961,-3.26455901808625,-4.6855200133788
0,-64.9251368509269,11.0544653380958,-54.7414937860299,2.56417089542774,-15.9645381979789,-0.0613612598467439
0,-78.9320506409949,-10.5263287097503,39.5676093893557,8.93462715578169,0.878211600843852,-2.3284667452343
0,-98.263471618899,-10.9541276570565,68.3751897794553,-6.55598347055198,0.43734944168864,-0.820205137649538
2,119.475365655655,-90.8748769255513,-10.3165489392075,-4.92009071699593,-3.86340741788571,2.28477817649123
0,-66.9330688591157,10.7378302016948,-56.9263768998409,-3.63940083076862,13.0154552617806,-11.0836710472903
2,-1.85993030773406,-29.3527575821906,-7.30071962569879,129.452188837993,1.82227123969876,-2.35371160109741
0,125.200593974578,64.9265649361506,21.8730486203016,-1.64608061264478,8.82753045236471,36.1682814574493
2,120.65675081082,-80.5307735267362,-4.9938828759062,-2.62521899325946,0.261608040668619,22.3879752359793
0,-88.3626280615886,4.75482937847818,-7.03568783721852,-17.2146103807332,-31.9477918607283,12.7209443123371
0,-69.7343565486557,13.1800051128142,-61.9105065457608,-3.53167996455925,23.4055295968459,-11.771071010524
0,-70.1912418337551,14.3966261391728,-63.2326531552626,-8.33694959768079,-20.3387774559094,5.25234837890204
0,-74.8369934163003,15.7719527908672,-69.0532858898588,-6.10279547930599,-42.5721403239616,12.0441973570206
0,-71.8689708648273,17.1876907983111,-68.8082917269662,-5.56222266710821,-37.6654921885299,11.3095293716966
0,-74.9033140834925,15.7562806019243,-69.0197363083373,-6.17047750710047,-42.5295441537448,12.2003652380459
0,-69.6680394649396,13.3574232329489,-65.4486780420584,-11.3956889883231,-24.8685478308472,2.14133520994041
2,129.137026745883,58.0602079956874,16.1086706072503,1.07099104634932,-0.0130232761831974,13.532574702018
0,-100.016497132363,-10.9525993701632,71.3342180726669,-8.4383628133031,0.994017933047234,-0.115437049812647
0,-96.1171984528495,-10.5183542243178,58.4007686975699,-2.60182416636563,1.63661451459148,-3.13466037268687
2,126.589542841027,-95.8138047724222,-10.8058269004865,-9.58115274245833,-1.32800225033346,-10.5049017932521
2,126.208888349824,36.6508529824212,12.7058653446819,5.29468448225701,-1.35350140390486,27.1373249079527
2,133.144554169988,-42.5197340675184,-0.306374064179222,-10.9752255506232,-0.703423528699854,0.573644540712179
0,-68.0845360869527,1.99748331256528,-10.7519723601544,11.7837279618409,2.29106184450842,-9.25346078186305
0,125.434089392168,69.697745125984,15.6013308242992,-1.656063894986,-8.63385909581835,-28.3337777853949
2,128.576593600301,-82.1353267407536,-9.60077801974733,-13.889522901395,-0.104192273189773,-19.620956573535
2,-15.8414228835772,-22.5824370328661,-7.77383595430838,124.126011358803,1.63867352955332,-5.4479712027761
2,-73.4435380747882,15.4860235886951,-67.1373050034499,-8.13170832430474,-25.3055990673908,1.54996407389761
2,122.300147346696,-86.4089306593637,-8.19934175950636,-4.85828257943867,3.22017978750876,25.7230255867386
2,130.329841637851,-97.7817400679085,-8.40084329738114,-11.0096830293395,-0.263562184408243,4.74468804711947
0,-94.3917787378581,-11.0019507048637,65.1037660953065,-8.19549878494829,0.50868504125764,0.330217544708775
2,-2.32394963352055,-29.0990419234201,-7.2479672080319,128.527401628492,1.6441065450205,-2.40855860867834
0,-61.6963478841357,-9.94487600104713,23.1296921538289,35.09665524509,1.73197402848605,-2.22055604610042
0,-98.2649813855299,-10.5757526752631,64.4488926132518,-7.97007556195622,-0.178251695917112,-0.454243443992725
2,139.02294714171,71.9928122555303,19.0490278590673,-0.129529264528779,-11.2425119076375,-48.5881077132504
2,124.727237080505,-85.0360310854343,-5.33399629139195,-5.80492736880493,-1.91114389419021,-0.525356635976494
0,-68.1330311526293,9.45160607064138,-42.8825280185553,8.49096467201462,-8.93815271434821,-8.22496373047176
0,-79.6684059627986,2.32957280465013,10.6094663284233,-0.532458331863149,-6.23699931360376,-6.48675807549438
2,138.359235799299,71.2173481490384,19.0216498856231,0.911005349547327,-3.07018259556979,-11.6669769945473
0,-74.7815073499385,15.7879948512191,-68.9942397430023,-6.04725511344126,-42.3419220383805,12.0276054975675
0,-89.6218091847623,-9.92665040136349,57.0612634218215,-2.9099115248957,-0.180972254004851,-1.4605669414084
0,54.0312793741384,51.2061496871924,-13.4905794608555,-4.22065057722,-2.80295476550634,-31.4747073216975
2,-72.2737464516993,15.4837408847499,-66.4259046197988,-6.44765946939387,-26.9664619569183,2.50956641082869
2,-69.7296378699344,15.207865744495,-66.6015577302734,-8.10074892082267,-21.9234729276879,-0.854032747589835
0,135.988893531775,61.3781114346891,18.2574503975862,3.04914109960423,9.74594542590971,42.125927821411
0,-69.9192915713338,13.358301907877,-65.9286501519916,-11.0933855713418,-25.0389034520842,2.26384257854627
0,127.367160981285,65.1074966165579,15.6176027357442,-1.58676883881767,8.19587465166035,28.6282047924441
0,-30.8421106467148,18.3370611105432,-38.4403701247816,8.03458415391037,-4.04521817862384,-2.62499381286482
0,134.798571800272,73.4985203959495,20.3966741481577,-1.36372165845247,5.03447197027001,20.4505821192613
2,131.876249864088,45.5476773335279,15.0566920017455,-0.293464055462573,0.29397558267309,27.1470779144859
2,118.175961937232,-91.0690973019235,-9.45109285795191,-6.98837348721348,-1.25118317440079,-2.66800011871176
0,-93.555399326963,-6.17691971868893,42.5384412226053,-15.1466039973197,-9.62423829905119,5.92002690757166
0,24.6613690583424,6.4769404594334,-21.6739053595445,32.7667846007885,3.62180465065369,19.9870404341816
2,123.971606770355,-93.1092794780684,-12.1360924980817,-11.912938461563,0.311439478945344,-12.9578708966925
0,-97.850219801857,-10.168714612718,62.2440123583506,-6.47522924140102,0.254947617406669,-1.89775653281754
0,-67.0217600867149,9.98219828124898,-49.2590531077346,6.49426904312741,-4.73944606549429,-7.33373949603767
2,126.533245585287,-79.1401582639479,-7.14908030103926,-4.67853992677336,0.524525782252094,9.15610971127198
0,-66.959625050921,2.08660368212177,-12.2898929868514,11.6841403327011,3.82937227221464,-9.91340987413474
2,112.372748063035,-60.8715348593386,-12.0997567991977,-15.2919470316011,2.05992343180887,-33.3720931243485
0,-69.3775230472113,10.4810986250175,-58.0915942662392,-6.48006232152362,7.56353999084109,-11.6492860125802
0,-71.3790667183853,15.3889201003417,-65.4536013132734,-3.74174376967125,-35.4770697651904,9.43613725940492
2,-14.0288655135876,-23.0297426854554,-8.3350532086317,123.954889062315,1.96424980086003,-5.1239300958452
0,-99.011738630869,-10.4265447000175,69.9874094628015,-7.53861520381435,1.19038062276213,-1.61722967264812
0,-69.3105879451068,3.98759656875344,-25.3642523612425,4.48053140074036,0.908363484194012,-9.87527318880166
0,130.823212272804,61.2192111667698,15.8310033176927,-0.105959610229184,-6.15469810152349,-8.92823089234976
0,-57.9827246287829,12.4843912727809,-47.2260718498057,-4.71122390559047,50.6664319260012,1.81074497893717
0,-71.5597735749069,12.5779001280048,-63.0389645353596,-3.97551584827788,-31.4931135910965,2.40822701749198
0,-85.4608907732145,3.83175869357225,-2.29296103865005,-13.926755634771,-19.0381776031723,4.55527452431806
0,-62.928725786468,17.093681663858,-57.8379403893976,-12.2934141496471,59.5563955691175,-6.53515743081504
0,-87.1994685531398,-4.1470157751519,61.9964847409494,-6.66766947466945,7.15524216008591,3.86853465849148
2,113.491709002362,-61.5880831152265,-12.5316526467719,-15.3528073291636,-1.72793431587613,-32.438544668609
0,123.488881263427,57.4325161128037,16.858005510315,-9.88379687731794,14.4440541320204,32.2730866601571
2,-73.6611263298245,15.5482275670373,-67.4975013107004,-8.16738200063922,-25.273389781406,1.44188580908641
0,-71.6727202241792,9.70473171971496,-55.9907873990246,3.62912929971296,-19.5751373345424,-3.27885375321742
0,136.922474888067,45.1660648150964,15.4771204973805,3.91859325074604,0.794265495836193,30.5086249230951
0,-92.5558224142794,-10.3483439681069,59.4126335610124,-0.283048581168389,0.78028864883871,-1.27444158739521
0,-81.4945945669301,8.97180047555067,-18.486197176999,-15.5095353484402,-15.5602417857667,1.06250476883015
0,-78.4804479892033,-11.9149028327126,39.4853378983966,14.5026986328749,2.19740097449222,-3.03878908419054
2,-69.5610073732973,15.1190271271754,-61.7243517287529,-3.78252115107622,-24.7732048115184,6.39127227807215
2,141.988276521538,71.3475968783313,17.465554318672,0.00590714175466793,-8.17808588417824,-33.1624196603558
0,-93.1603862106937,-12.7096349408715,57.4108896330625,-1.62591806191528,4.11405702522547,-2.58222198001358
0,104.223614353609,54.752694470163,8.69759583363994,2.48860678128145,17.7726550585965,37.0298924787337
0,-68.7607345354403,14.9054115171023,-65.5907657797312,-7.6242460768,-22.9766330619171,-0.889548058269534
0,-82.9065302956163,-4.82743435851985,32.7999831576369,-10.1842611375465,-11.4348469665617,5.45372102548053
0,-47.8757226151104,12.4646015068208,-35.9397244758759,10.2712383028318,17.4167826924299,1.01738226012658
2,139.709697135624,72.5235363674449,19.2665983744624,-0.201254468695168,-10.9646033562911,-49.1374465541828
2,142.119579312649,69.247191202583,19.098075752799,1.4605280525217,-8.17318126218771,-28.5017709357203
0,117.186322499237,53.7482440795116,15.8547131433651,-1.1689845727818,-1.17286932749829,20.6752992601821
0,-91.4170918452147,-1.35796987367523,17.6676206843249,-15.9050273800314,-18.7181583941056,4.50333886884008
2,137.932966462954,71.5929277731733,19.0155261334626,-0.294763255669038,-11.3312443130203,-48.6311982791833
2,139.808441886412,72.4313970860427,19.1791191152564,-0.305508249871685,-11.067544813335,-49.0641949202624
2,120.621749312916,-87.263090033634,-7.10133015089857,-4.14944690042341,-5.88245966681464,2.2338563768368
0,128.277845198567,60.095189512896,12.8000410162011,-2.2455304931125,10.6999803945696,42.5949804075531
0,-91.8510816518802,-3.59517867906547,26.3832960205602,-6.4501126111473,-11.6100848967986,2.18133472861943
2,136.837068487168,66.5961830962429,16.2606440058752,-2.04115900116653,-10.1153739405634,-41.0271924778271
0,-57.1909668166203,15.9099259194298,-55.5817248484591,-12.3142461220245,53.1227747621215,-5.48663847019144
0,-75.3832374357297,10.4798039195085,-37.3975364946397,-10.2900283501932,18.5686489414386,-5.02161411056206
0,130.749810445554,53.8932212833224,12.9314784096841,1.2623936528197,4.92195119561558,21.490939683854
0,117.996485324363,50.7447405069612,14.3350992693011,-0.506558095992698,-0.692921860009835,10.0028660461263
0,-99.6072484093886,-11.4504720450788,72.3990424699622,-8.39974769412193,-0.332625153293156,-0.545017213494136
0,128.393306692515,57.3263811785906,11.1524956113105,-2.82165591368309,4.35251189564358,23.8863640045581
0,-69.2158597923824,11.6817699485576,-54.7971651968209,-8.78639135759668,29.3914828746773,-7.72427454371633
0,-67.8309300177918,14.7013398314678,-58.355717045084,-5.88780569551424,25.7093525380581,-10.5324367777069
0,-72.5944793289008,12.288606932964,-47.2402071147746,-13.0506883108486,48.7189923585912,-3.01467167596689
0,-92.320071474194,-11.3625578690716,64.6177080215113,-7.89510105332553,2.64517139098174,-0.067304068062177
2,123.388562034869,-92.0755917740843,-10.0480974370115,-9.32659147475881,-0.560665486990593,-6.14665584718898
2,123.504530846066,-89.9554910233448,-10.8752401857454,-10.1767578464759,-0.579934752614385,-10.729511799037
0,-89.5043375077111,-8.7674813682145,42.8652513803693,2.0738854286423,2.9136979640442,-4.78194803943597
0,-89.108844539093,-9.90809508995779,50.1316620723448,1.17368374269072,-1.18185216558771,-1.93623590667743
0,136.834971448138,77.3079397020342,16.1131648350852,0.24594910002956,-5.76655901522209,-19.4068419425842
0,-95.038199198183,-7.59772181220962,58.3058163395405,-6.52819796998747,1.92320193664395,-2.22747349112423
0,-98.156597910322,-10.2578584046446,67.9962075391781,-8.47312304050883,0.369379985778916,0.302103887638701
2,-16.4402677900744,-23.2673459102098,-3.69521710502645,114.26889643261,3.53115253070528,-2.97257338896757
0,132.389252190718,66.0906568658936,18.7077734862684,0.348206061226544,3.19474812467821,10.9938240546245
0,133.167650980766,46.6177471957443,16.2243884478899,4.73785649897304,4.78153799578371,35.0677299266477
0,121.283894571235,51.9653805254265,14.2209629886931,-0.222305252148691,-1.78662205316666,5.62424563006503
0,-55.8391435568586,10.9669168032132,-47.2288560085969,1.2872554012927,3.3195136538877,-7.25236113903578
0,-64.3345266704241,10.9814187208241,-46.580111438072,5.7938285645184,-6.89144148518321,-5.69954566813853
2,122.72351620376,2.7587432102191,4.79547579706961,-3.37440793467711,-1.93295671970816,40.5234946838882
2,126.556455890573,4.4956690723912,5.5013691919103,-4.95377941439266,-1.52124659292799,41.1261694818609
2,135.030108292735,63.8839469172037,19.3355172016434,0.295806826200139,-5.13445737332499,-2.09765264299547
0,-99.8197439352352,-10.8920091380328,71.6838649596606,-8.43807802041193,-0.150240998092432,-0.647315616739157
0,-67.6895395341403,9.08817546481295,-58.0795803369136,-3.09973262802074,23.107636767694,-10.1933363507856
0,-67.0420712326185,12.941024995396,-58.3203210693699,-7.97917062026079,27.6092790256496,-7.95730069634247
0,-95.4820400251339,-8.64551611380193,51.4685945913687,-10.9338925750008,-1.81591049598421,1.0387683583877
2,115.349710111227,-57.9971768535724,-9.55144669984708,-13.0136137146926,2.22246645634588,-26.5057415441711
0,-97.1261495795471,-12.1675176406532,69.0122291052199,-5.04187266824442,-0.145901495645827,-0.272216528916036
0,-99.4511773653521,-11.4929383277044,70.0277754403086,-7.61918822265411,0.566383447268712,-0.432369438448177
0,-98.5364487500589,-10.6576099590297,68.3756978017275,-7.65137795869928,0.0909344492536826,-0.28138414812748
0,-88.6457127673476,5.24870597991705,-10.1096729892949,-17.1792196365866,-28.5969086094047,12.2153579760188
0,-75.3481201372878,13.8314893026971,-65.6895742469037,-7.5060405831067,-19.9704511496374,-1.89935330482843
0,-88.632687201403,-5.15699062514078,27.3886127303015,1.9741181924683,-13.8247983918033,3.28566842197765
0,-70.5148950970276,17.7489217223804,-68.180848679382,-5.92636094556653,-38.43687452708,12.0592246425224
0,-96.7425860803403,-8.98601882592173,64.749424314363,-9.88141215443027,-0.905631058303914,-0.0305940906600533
0,-71.9702233512996,15.5259157666047,-45.6541718063388,-13.928712849155,48.8317994572108,-6.77386647779782
0,-66.2892533422031,10.6980562191338,-55.5282661874446,-4.07815901236002,31.6940613304992,-9.0283053232406
0,138.414995123132,66.1721928613503,18.6864146587551,1.51531720840938,-4.93653328148203,-15.3853157698432
0,-68.1987914343663,14.7291348007407,-59.4906699771683,-5.78579379379355,49.7188583607424,-5.53060716444635
2,-15.9570319277156,-22.6495916876589,-7.96956935834518,124.092028368996,1.67073399514915,-5.50420779885612
0,-94.2465050484656,-9.61501300925092,55.3372674260361,-1.72552912752014,-0.929549754024295,-2.75215617447843
0,-70.4865497936954,8.91705365234888,-46.4083545652319,8.23571032235353,-8.66800253834094,-9.87249732617695
0,-67.9573583868529,13.0676910894488,-64.1549078975337,-11.1637166280342,-24.4447134090242,2.02109057615323
